Cust_ID,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,total_spent,Avg_Spent,Days_Since_Last_Purchase,cluster_label
2183,30,46,137,36,5,249,50,88,2
2186,25,34,113,36,5,208,42,93,2
2187,27,36,127,36,5,226,46,98,2
2188,33,40,183,33,6,289,49,81,2
2189,50,59,259,31,4,399,100,62,0
2195,33,43,225,33,5,334,67,84,0
2196,37,34,132,33,4,236,59,82,2
2197,29,36,181,35,5,281,57,87,2
2198,40,36,88,32,7,196,28,70,2
2204,49,52,123,31,6,255,43,90,2
2208,35,61,218,36,7,350,50,68,1
2211,68,47,248,31,4,394,99,93,0
2214,68,47,248,31,4,394,99,93,0
2215,33,37,95,34,6,199,34,74,2
2217,27,51,132,34,5,244,49,108,2
2220,43,83,218,30,5,374,75,106,0
2226,24,48,199,34,6,305,51,87,1
2229,42,50,297,34,4,423,106,91,0
2230,42,50,297,34,4,423,106,91,0
2231,33,40,150,34,6,257,43,72,2
2232,20,45,234,35,4,334,84,101,0
2236,25,53,243,32,6,353,59,81,1
2237,14,46,153,34,7,247,36,104,2
2238,14,46,153,34,7,247,36,105,2
2242,28,50,227,35,4,340,85,90,0
2243,29,51,225,35,4,340,85,88,0
2244,25,58,208,34,4,325,82,100,0
2246,34,50,236,33,4,353,89,113,0
2247,12,41,169,33,7,255,37,90,2
2249,34,67,266,32,5,399,80,91,0
2252,26,53,234,35,4,348,87,90,0
2253,37,48,106,35,8,226,29,126,2
2254,35,30,113,32,4,210,53,86,2
2256,21,50,150,34,4,255,64,70,2
2258,16,38,118,33,5,205,41,178,2
2259,26,49,146,33,4,254,64,68,2
2263,38,52,201,35,5,326,66,105,0
2264,22,56,169,34,5,281,57,80,1
2265,37,36,86,35,7,194,28,94,2
2269,26,58,234,33,6,351,59,90,1
2271,34,39,183,35,5,291,59,102,2
2273,50,47,225,32,6,354,59,113,0
2274,25,56,195,33,4,309,78,100,0
2276,38,33,90,36,4,197,50,79,2
2277,38,33,90,36,4,197,50,79,2
2279,14,43,113,33,4,203,51,120,2
2280,69,58,139,32,5,298,60,68,2
2281,25,52,229,34,4,340,85,86,0
2282,32,240,178,33,5,483,97,117,0
2283,31,52,120,32,4,235,59,106,0
2284,26,51,243,34,5,354,71,110,0
2285,35,43,155,34,5,267,54,77,2
2286,30,290,262,32,7,614,88,78,1
2287,30,44,234,33,5,341,69,117,0
2288,37,39,118,34,6,228,38,90,2
2290,16,37,169,33,6,255,43,92,2
2291,16,36,164,33,6,249,42,92,2
2295,34,22,95,34,6,185,31,78,2
2297,51,39,257,32,6,379,64,118,0
2298,48,42,259,32,6,381,64,118,0
2299,70,42,252,32,6,396,66,85,0
2300,22,30,53,36,8,141,18,75,2
2304,46,32,137,30,3,245,82,69,0
2305,21,41,162,33,6,257,43,106,2
2306,45,46,167,33,6,291,49,113,2
2308,21,44,147,33,5,245,49,69,2
2310,43,35,104,32,5,214,43,87,2
2311,43,35,104,32,5,214,43,87,2
2312,39,40,177,35,4,291,73,113,0
2313,26,38,142,36,5,242,49,95,2
2314,27,38,144,36,7,245,35,97,2
2316,41,42,304,31,5,418,84,90,0
2317,27,38,144,36,7,245,35,97,2
2318,50,42,153,36,5,281,57,91,2
2319,44,53,226,32,4,355,89,118,0
2320,44,46,173,37,5,300,60,71,1
2321,34,32,106,35,5,207,42,79,2
2322,31,20,75,34,4,160,40,85,2
2323,40,28,99,33,4,200,50,79,2
2325,31,38,103,35,7,207,30,97,2
2327,31,43,173,35,5,282,57,98,2
2328,27,185,123,33,6,368,62,68,1
2330,48,44,219,34,5,345,69,134,0
2331,45,22,146,31,3,244,82,70,0
2332,30,52,252,32,5,366,74,96,0
2333,25,40,232,34,6,331,56,84,1
2334,30,38,178,33,5,279,56,71,2
2335,30,52,252,32,5,366,74,96,0
2337,31,21,117,33,4,202,51,96,2
2340,30,31,94,36,6,191,32,77,2
2342,25,34,246,35,4,340,85,94,0
2343,27,41,191,33,4,292,73,80,0
2347,38,49,201,34,5,322,65,100,0
2348,42,25,132,32,3,231,77,107,0
2350,50,36,215,33,6,334,56,134,0
2351,42,38,269,33,5,382,77,139,0
2353,47,110,141,32,5,330,66,70,1
2354,44,32,83,34,5,193,39,88,2
2355,28,56,242,36,4,362,91,101,0
2356,37,51,284,36,8,408,51,124,1
2357,40,51,141,34,10,266,27,111,2
2358,40,47,141,34,10,262,27,110,2
2361,49,57,312,31,6,449,75,111,0
2362,4,39,264,35,6,342,57,94,1
2363,28,42,184,34,7,288,42,92,2
2364,42,50,113,31,5,236,48,91,2
2367,34,43,211,36,4,324,81,97,0
2368,34,43,211,36,4,324,81,97,0
2369,31,45,164,36,5,276,56,85,2
2370,57,130,130,33,4,350,88,114,0
2371,60,135,130,33,4,358,90,117,0
2373,45,35,229,33,5,342,69,84,0
2374,48,115,109,34,6,306,51,85,1
2376,19,52,268,33,5,372,75,103,0
2377,37,53,280,35,8,405,51,115,1
2382,44,53,313,34,8,444,56,99,1
2383,19,52,268,33,5,372,75,103,0
2384,27,39,256,34,3,356,119,87,0
2386,28,40,256,34,3,358,120,87,0
2389,28,40,256,34,3,358,120,87,0
2390,30,33,119,35,7,217,31,84,2
2391,8,46,170,32,6,256,43,90,2
2394,26,50,212,32,4,320,80,93,0
2396,33,46,259,34,8,372,47,103,1
2398,31,36,87,35,6,189,32,70,2
2399,58,36,246,32,4,372,93,100,0
2400,49,48,190,33,5,320,64,117,0
2401,35,44,247,32,5,358,72,113,0
2403,34,32,184,34,5,284,57,80,2
2404,58,36,246,32,4,372,93,100,0
2405,26,46,241,33,4,346,87,113,0
2406,26,46,240,33,4,345,87,111,0
2411,28,55,161,36,5,280,56,65,1
2413,24,72,249,32,6,377,63,100,0
2415,42,36,157,33,5,268,54,63,2
2416,22,34,224,33,5,313,63,83,0
2417,17,40,157,31,5,245,49,80,2
2419,29,21,59,36,6,145,25,80,2
2420,20,71,232,31,6,354,59,84,1
2422,23,47,171,35,4,276,69,92,0
2423,42,36,157,33,5,268,54,63,2
2424,37,42,201,34,6,314,53,92,2
2426,36,31,80,34,5,181,37,83,2
2427,36,44,204,33,4,317,80,76,0
2430,40,37,148,32,6,257,43,90,2
2431,34,44,91,35,5,204,41,90,2
2432,34,35,77,33,4,179,45,83,2
2433,31,60,213,39,7,343,49,90,1
2436,36,34,87,34,4,191,48,86,2
2438,35,34,123,33,4,225,57,68,2
2439,35,36,123,33,4,227,57,68,2
2440,32,44,293,33,5,402,81,91,0
2441,32,44,293,33,5,402,81,91,0
2443,29,34,106,34,5,203,41,85,2
2445,37,35,263,32,4,367,92,118,0
2448,24,30,88,35,5,177,36,86,2
2450,49,42,265,32,5,388,78,114,0
2451,36,36,146,34,10,252,26,96,2
2453,36,36,146,34,10,252,26,96,2
2454,35,38,181,36,8,290,37,86,1
2455,49,42,265,32,5,388,78,114,0
2456,48,42,266,32,5,388,78,115,0
2457,39,38,235,33,5,345,69,116,0
2458,30,170,174,33,5,407,82,116,0
2460,42,41,290,34,8,407,51,113,0
2461,0,28,157,35,6,220,37,89,2
2464,33,21,35,33,3,122,41,82,2
2465,36,36,146,34,10,252,26,96,2
2468,29,37,127,33,7,226,33,93,2
2471,21,30,102,32,3,185,62,80,2
2473,29,29,141,35,4,234,59,66,2
2474,32,37,137,33,6,239,40,84,2
2475,34,18,62,34,4,148,37,113,2
2476,34,119,116,33,4,302,76,89,0
2477,54,126,141,34,4,355,89,93,0
2479,32,37,137,33,6,239,40,84,2
2481,43,22,132,33,6,230,39,78,2
2482,43,22,132,33,6,230,39,78,2
2484,27,24,81,36,7,168,24,76,2
2485,31,40,109,33,5,213,43,95,2
2486,32,44,110,35,7,221,32,90,2
2487,31,40,109,33,5,213,43,95,2
2488,32,44,110,35,7,221,32,90,2
2491,30,36,132,37,5,235,47,94,2
2492,29,37,58,33,4,157,40,89,2
2493,18,31,86,36,4,171,43,96,2
2496,26,44,120,32,5,222,45,68,2
2497,29,39,102,32,5,202,41,69,2
2498,28,47,188,34,5,297,60,108,0
2499,38,52,176,35,6,301,51,86,1
2501,35,48,241,32,4,356,89,119,0
2502,30,47,183,33,4,293,74,116,0
2503,28,56,169,32,5,285,57,105,0
2504,42,47,160,32,6,281,47,65,2
2505,45,48,169,32,6,294,49,64,2
2506,39,36,86,34,4,195,49,86,2
2510,19,42,166,33,6,260,44,78,2
2511,19,41,167,33,6,260,44,78,2
2514,5,38,123,35,4,201,51,67,2
2516,32,37,111,31,3,211,71,79,2
2517,34,31,67,32,4,164,41,83,2
2519,32,57,197,37,4,323,81,115,0
2524,23,47,150,34,4,254,64,69,2
2525,10,42,141,35,4,228,57,82,2
2526,33,57,146,32,5,268,54,108,0
2530,43,33,239,32,4,347,87,120,0
2531,28,46,226,33,4,333,84,136,0
2532,33,37,182,34,4,286,72,114,0
2536,58,44,248,33,5,383,77,98,0
2537,29,44,197,35,6,305,51,112,2
2538,29,44,257,32,5,362,73,95,0
2539,28,34,179,33,6,274,46,96,2
2540,46,37,232,34,5,349,70,117,0
2542,36,30,76,33,4,175,44,87,2
2544,29,58,174,37,4,298,75,84,1
2545,100,47,291,31,4,469,118,111,0
2546,35,39,148,31,4,253,64,80,2
2547,25,48,206,35,5,314,63,66,1
2548,39,34,164,33,5,270,54,64,2
2549,26,43,150,32,4,251,63,71,2
2550,34,35,218,32,5,319,64,82,0
2554,26,43,150,32,4,251,63,71,2
2556,32,41,127,35,5,235,47,81,2
2558,34,50,259,32,4,375,94,94,0
2559,34,50,259,32,4,375,94,94,0
2562,25,23,120,35,5,203,41,79,2
2564,43,35,132,33,4,243,61,70,2
2569,1,17,53,35,4,106,27,81,2
2570,19,20,62,35,5,136,28,80,2
2571,35,39,285,34,4,393,99,94,0
2572,33,28,90,35,7,186,27,79,2
2573,38,46,125,35,9,244,28,70,2
2576,33,50,220,34,5,337,68,109,0
2577,33,37,185,35,6,290,49,88,2
2579,71,152,130,33,5,386,78,65,1
2580,33,37,185,35,6,290,49,88,2
2583,33,43,125,36,5,237,48,119,2
2585,30,54,162,33,5,279,56,100,2
2589,38,40,141,31,4,250,63,97,0
2590,44,46,169,33,6,292,49,63,2
2591,27,49,234,33,4,343,86,131,0
2592,18,46,160,35,5,259,52,65,1
2593,36,40,197,34,6,307,52,80,2
2594,34,46,130,32,4,242,61,83,2
2595,34,46,123,34,6,237,40,62,2
2596,27,62,220,35,5,344,69,89,1
2598,60,46,150,32,5,288,58,103,0
2601,43,45,188,32,4,308,77,116,0
2602,39,63,132,35,5,269,54,74,2
2604,28,44,137,36,6,245,41,74,2
2605,26,38,93,35,6,192,32,96,2
2606,6,52,141,35,4,234,59,86,2
2607,37,59,137,35,6,268,45,101,2
2611,48,57,167,33,4,305,77,87,0
2612,47,48,225,33,5,353,71,118,0
2613,27,64,285,38,4,414,104,119,0
2614,22,36,127,32,3,217,73,75,2
2615,47,71,225,31,9,374,42,100,1
2616,44,43,141,32,8,260,33,81,2
2617,42,45,104,31,3,222,74,103,0
2619,42,41,125,32,5,240,48,91,2
2628,44,50,234,33,6,361,61,106,0
2629,41,54,178,36,6,309,52,80,1
2631,36,55,234,36,6,361,61,100,1
2632,36,55,234,36,6,361,61,100,1
2633,46,244,259,30,7,579,83,89,1
2636,24,44,197,34,6,299,50,67,1
2638,34,35,109,32,7,210,30,69,2
2639,30,47,183,34,7,294,42,73,1
2641,32,43,188,34,4,297,75,74,0
2642,48,48,322,31,4,449,113,111,0
2644,40,50,141,33,4,264,66,80,0
2645,10,46,153,34,4,243,61,79,2
2646,52,29,109,32,4,222,56,61,2
2647,38,38,146,32,4,254,64,71,2
2648,36,35,90,35,6,196,33,92,2
2649,34,48,211,32,5,325,65,85,0
2650,81,137,141,32,4,391,98,108,0
2652,55,50,211,33,7,349,50,73,1
2653,52,29,109,32,4,222,56,61,2
2658,20,77,169,34,5,300,60,104,0
2659,36,54,113,32,7,235,34,86,2
2661,26,79,197,35,7,337,49,92,1
2663,37,72,181,35,7,325,47,104,1
2664,38,54,304,34,5,430,86,88,0
2667,44,24,106,31,4,205,52,65,2
2668,36,31,139,35,6,241,41,94,2
2671,33,36,190,31,4,290,73,84,0
2672,30,48,185,31,5,294,59,81,0
2673,45,49,239,33,5,366,74,83,0
2674,19,33,76,34,5,162,33,84,2
2675,33,48,239,35,6,355,60,98,1
2676,44,37,169,33,6,283,48,99,2
2677,34,51,308,36,4,429,108,112,0
2678,29,46,188,34,5,297,60,85,2
2680,25,38,183,34,4,280,70,108,0
2681,25,38,183,34,4,280,70,108,0
2682,37,48,287,32,4,404,101,99,0
2683,21,35,164,35,3,255,85,85,0
2685,45,27,113,37,5,222,45,77,2
2686,32,37,113,33,4,215,54,95,2
2687,37,48,287,32,4,404,101,99,0
2688,33,34,146,33,4,246,62,73,2
2689,58,49,313,31,5,451,91,118,0
2690,35,48,257,32,5,372,75,91,0
2691,40,69,132,36,4,277,70,80,1
2692,31,38,171,32,3,272,91,85,0
2693,31,45,213,32,3,321,107,108,0
2694,33,33,81,38,4,185,47,81,2
2695,26,40,197,35,4,298,75,100,0
2696,21,35,164,35,3,255,85,85,0
2697,25,39,211,35,3,310,104,88,0
2699,25,38,183,34,4,280,70,108,0
2700,42,28,86,34,4,190,48,101,2
2701,40,33,99,36,5,208,42,115,2
2702,39,36,155,33,4,263,66,62,2
2703,69,41,246,32,4,388,97,114,0
2704,45,28,118,37,5,228,46,81,2
2705,45,27,113,37,5,222,45,77,2
2706,15,29,74,34,6,152,26,83,2
2707,27,24,51,34,5,136,28,69,2
2708,40,54,188,32,5,314,63,74,0
2710,37,40,95,32,6,204,34,71,2
2711,34,53,259,37,4,383,96,111,0
2713,17,47,141,34,3,239,80,61,0
2715,13,40,118,34,5,205,41,67,2
2717,13,40,118,34,5,205,41,67,2
2718,16,42,239,34,3,331,111,82,0
2719,32,51,252,37,4,372,93,90,0
2720,30,47,139,33,5,249,50,86,2
2722,45,42,169,31,5,287,58,67,2
2723,40,44,153,31,5,268,54,75,2
2724,45,47,239,33,5,364,73,89,0
2725,29,38,44,33,2,144,72,129,0
2727,27,47,132,34,5,240,48,77,2
2728,29,31,109,32,3,201,67,89,2
2730,34,47,169,33,5,283,57,80,2
2731,31,43,271,33,5,378,76,84,0
2732,42,53,160,31,4,286,72,83,0
2735,42,27,99,36,4,204,51,126,2
2736,37,31,146,36,4,250,63,126,0
2737,46,58,206,33,6,343,58,95,0
2738,49,34,153,31,3,267,89,82,0
2739,33,76,116,33,5,258,52,73,2
2740,49,52,252,33,6,386,65,86,0
2742,30,48,144,34,4,256,64,83,2
2743,32,47,144,34,4,257,65,83,2
2746,32,41,190,33,5,296,60,68,2
2749,17,42,204,33,4,296,74,125,0
2750,18,41,204,33,4,296,74,127,0
2752,7,35,113,37,4,192,48,82,2
2753,30,37,222,36,4,325,82,93,0
2754,36,34,169,36,5,275,55,82,2
2755,29,54,294,33,4,410,103,79,0
2756,29,54,294,33,4,410,103,79,0
2758,29,54,294,33,4,410,103,79,0
2759,34,55,171,34,8,294,37,106,2
2760,29,54,294,33,4,410,103,79,0
2761,41,43,174,33,6,291,49,85,2
2762,27,201,164,34,4,426,107,130,0
2763,49,57,132,32,4,270,68,71,0
2764,32,30,174,37,4,273,69,90,2
2765,27,39,130,34,3,230,77,69,2
2767,38,37,109,34,4,218,55,77,2
2769,43,62,220,35,5,360,72,76,1
2773,26,36,266,36,5,364,73,105,0
2774,41,42,218,31,4,332,83,113,0
2775,35,39,262,35,5,371,75,85,0
2776,29,42,188,36,5,295,59,75,1
2779,45,30,192,33,3,300,100,71,0
2780,45,29,206,33,4,313,79,76,0
2782,30,25,113,34,5,202,41,89,2
2783,32,33,95,33,4,193,49,96,2
2785,37,48,155,32,4,272,68,78,0
2786,38,26,99,34,4,197,50,96,2
2787,30,37,141,33,3,241,81,101,0
2789,44,36,97,31,7,208,30,66,2
2790,26,24,178,33,7,261,38,92,2
2791,32,74,252,31,4,389,98,85,0
2792,40,42,294,35,4,411,103,100,0
2794,45,38,280,32,5,395,79,109,0
2796,40,42,294,35,4,411,103,100,0
2798,37,20,157,31,5,245,49,70,2
2801,38,46,195,32,4,311,78,91,0
2802,16,49,106,36,4,207,52,66,2
2803,16,49,106,36,4,207,52,66,2
2806,38,46,195,32,4,311,78,91,0
2807,40,31,106,36,5,213,43,104,2
2808,46,30,83,34,5,193,39,86,2
2811,36,40,137,34,5,247,50,88,2
2813,45,33,127,29,5,234,47,67,2
2814,42,45,204,33,4,324,81,97,0
2815,36,34,81,32,3,183,61,73,2
2816,38,301,283,31,5,653,131,80,0
2818,36,34,81,32,3,183,61,73,2
2820,32,34,113,37,6,216,36,106,2
2821,39,38,160,33,7,270,39,77,2
2822,42,45,204,33,4,324,81,97,0
2823,39,33,86,34,5,192,39,85,2
2824,37,23,72,33,5,165,33,75,2
2825,39,33,86,34,5,192,39,85,2
2826,38,39,167,32,4,276,69,76,0
2827,53,47,116,34,3,250,84,81,0
2828,42,33,93,33,3,201,67,74,2
2829,30,43,266,32,4,371,93,102,0
2831,37,33,113,33,5,216,44,83,2
2832,30,37,167,35,4,269,68,85,2
2833,31,43,153,36,5,263,53,103,2
2834,31,36,137,32,5,236,48,102,2
2835,37,23,72,33,5,165,33,75,2
2837,37,41,58,32,4,168,42,91,2
2840,42,36,155,36,4,269,68,89,2
2845,40,55,190,33,4,318,80,97,0
2846,34,46,113,34,4,227,57,81,2
2847,31,45,125,35,4,236,59,76,2
2848,44,51,255,33,5,383,77,102,0
2849,23,34,188,40,5,285,57,104,1
2850,33,49,130,33,4,245,62,84,2
2851,32,47,130,33,4,242,61,80,2
2852,41,37,93,34,4,205,52,108,2
2853,73,138,150,32,3,393,131,114,0
2855,65,46,174,35,6,320,54,84,2
2857,16,34,195,32,4,277,70,121,0
2858,38,36,185,32,4,291,73,120,0
2859,30,37,188,32,3,287,96,119,0
2861,65,46,174,35,6,320,54,84,2
2862,46,39,169,31,5,285,57,134,0
2864,34,59,213,36,6,342,57,92,1
2865,34,28,90,31,4,183,46,92,2
2867,29,40,220,32,4,321,81,77,0
2868,56,48,283,32,6,419,70,111,0
2870,47,37,155,34,4,273,69,79,0
2873,56,48,283,32,6,419,70,111,0
2874,27,64,155,34,5,280,56,76,1
2875,42,44,306,34,7,426,61,101,0
2877,36,83,164,35,4,318,80,66,1
2881,74,39,246,32,4,391,98,107,0
2882,36,26,130,32,2,224,112,106,0
2883,34,28,93,31,5,186,38,82,2
2885,29,50,95,32,4,206,52,96,2
2886,40,32,83,32,6,187,32,91,2
2889,33,33,160,33,4,259,65,72,2
2891,30,37,137,37,5,241,49,70,2
2892,22,30,137,31,9,220,25,66,2
2893,22,31,137,31,9,221,25,66,2
2895,33,45,164,35,4,277,70,86,0
2896,38,45,125,33,4,241,61,85,2
2897,39,40,125,34,5,238,48,101,2
2898,28,42,132,31,4,233,59,101,2
2899,38,45,183,31,4,297,75,108,0
2901,42,67,201,34,3,344,115,95,0
2903,71,38,299,31,8,439,55,117,0
2904,45,50,178,35,5,308,62,73,1
2906,59,49,201,31,6,340,57,79,0
2907,68,46,178,32,4,324,81,78,0
2908,55,49,181,32,6,317,53,70,2
2909,8,41,229,36,4,314,79,93,0
2910,22,39,130,34,5,225,45,93,2
2911,54,40,155,31,4,280,70,72,0
2913,40,40,190,33,5,303,61,102,0
2916,34,39,130,35,6,238,40,77,2
2919,42,44,99,32,7,217,31,62,2
2923,35,43,130,34,6,242,41,77,2
2926,33,47,132,33,4,245,62,100,0
2928,43,52,160,30,5,285,57,76,0
2929,41,50,160,30,4,281,71,80,0
2930,32,58,234,36,4,360,90,80,0
2931,64,50,308,33,5,455,91,125,0
2932,39,34,90,32,8,195,25,118,2
2933,50,48,109,34,3,241,81,82,0
2939,32,40,118,34,3,224,75,106,0
2942,31,59,262,37,5,389,78,108,0
2943,37,41,86,34,4,198,50,107,2
2946,40,39,150,33,3,262,88,91,0
2948,39,42,123,31,3,235,79,71,0
2949,39,34,106,34,7,213,31,78,2
2950,33,27,81,34,4,175,44,96,2
2951,24,47,183,38,7,292,42,116,1
2952,30,48,197,34,5,309,62,96,0
2953,30,40,195,36,4,301,76,99,0
2954,41,40,83,31,4,195,49,94,2
2955,41,50,299,35,6,425,71,111,0
2957,32,48,93,34,5,207,42,91,2
2958,32,40,118,35,5,225,45,87,2
2959,26,44,185,37,4,292,73,112,0
2960,28,38,178,38,4,282,71,112,0
2962,16,51,160,34,4,261,66,71,2
2963,41,40,83,31,4,195,49,94,2
2964,28,46,130,35,3,239,80,91,0
2965,41,37,99,34,4,211,53,78,2
2967,41,50,299,35,6,425,71,111,0
2968,47,168,262,30,5,507,102,98,0
2970,41,42,169,32,4,284,71,97,0
2971,56,44,252,30,7,382,55,93,0
2973,34,32,72,33,4,171,43,80,2
2975,41,47,134,33,7,255,37,62,2
2977,30,47,109,35,4,221,56,102,2
2978,20,54,113,32,4,219,55,61,2
2979,32,44,141,35,4,252,63,92,2
2980,30,39,113,37,6,219,37,80,2
2981,16,45,160,33,4,254,64,84,2
2982,56,46,120,34,3,256,86,81,0
2983,40,47,137,34,7,258,37,61,2
2984,29,42,197,39,6,307,52,82,1
2985,13,39,83,36,9,171,19,73,2
2986,33,34,67,34,5,168,34,71,2
2988,40,37,127,32,3,236,79,129,0
2990,47,29,67,34,4,177,45,79,2
2992,30,42,174,35,4,281,71,75,0
2995,29,44,109,33,5,215,43,68,2
2997,36,50,266,32,5,384,77,91,0
2998,34,35,132,33,5,234,47,88,2
3000,48,52,250,33,5,383,77,113,0
3001,29,44,160,34,5,267,54,87,2
3002,31,44,153,35,6,263,44,85,2
3005,36,34,169,31,4,270,68,68,0
3006,28,33,137,30,8,228,29,72,2
3007,36,50,266,32,5,384,77,91,0
3009,32,37,146,35,4,250,63,95,2
3010,34,35,132,33,5,234,47,88,2
3011,33,35,125,34,8,227,29,82,2
3012,49,42,169,33,4,293,74,78,0
3014,2,38,141,35,4,216,54,78,2
3015,26,45,146,35,6,252,42,72,2
3016,35,57,301,32,6,425,71,92,0
3018,74,40,104,32,4,250,63,83,2
3019,49,42,252,32,3,375,125,85,0
3021,24,51,125,35,5,235,47,81,2
3022,74,56,246,32,4,408,102,92,0
3023,49,42,169,33,4,293,74,78,0
3024,49,52,90,34,4,225,57,82,2
3025,49,45,67,32,3,193,65,90,2
3028,49,51,132,34,5,266,54,74,2
3029,24,48,120,31,3,223,75,64,0
3030,49,51,132,34,5,266,54,74,2
3031,49,30,72,32,5,183,37,72,2
3032,49,31,51,32,3,163,55,88,2
3033,49,42,106,33,6,230,39,91,2
3036,49,33,120,31,7,233,34,84,2
3037,49,50,185,34,3,318,106,123,0
3038,49,52,197,33,5,331,67,123,0
3039,74,50,252,32,4,408,102,112,0
3040,24,57,132,33,4,246,62,73,2
3041,49,61,155,32,3,297,99,83,0
3042,49,40,99,34,4,222,56,90,2
3043,49,33,195,33,4,310,78,93,0
3044,74,44,123,34,4,275,69,89,0
3045,49,63,93,35,4,240,60,91,2
3050,49,48,134,31,4,262,66,67,0
3051,49,33,195,33,4,310,78,93,0
3053,49,54,327,31,5,461,93,106,0
3056,74,44,123,34,4,275,69,89,0
3057,74,44,90,35,4,243,61,98,2
3059,74,50,132,34,4,290,73,85,0
3060,49,48,174,37,4,308,77,110,0
3061,49,55,106,34,5,244,49,74,2
3063,49,31,127,33,3,240,80,102,0
3066,49,30,74,33,4,186,47,86,2
3068,49,48,134,31,4,262,66,67,0
3069,49,34,201,33,4,317,80,93,0
3070,49,33,195,33,4,310,78,93,0
3071,49,52,93,33,3,227,76,62,2
3074,49,50,171,36,4,306,77,74,0
3075,49,28,211,34,4,322,81,96,0
3076,24,40,113,32,3,209,70,66,2
3077,24,44,130,31,3,229,77,95,0
3080,24,48,164,35,6,271,46,82,2
3083,24,53,201,33,5,311,63,64,1
3085,49,33,141,34,7,257,37,73,2
3087,74,44,234,33,5,385,77,124,0
3089,49,30,109,37,4,225,57,84,2
3091,49,46,215,33,5,343,69,103,0
3094,49,30,155,33,4,267,67,101,0
3096,49,44,67,33,5,193,39,91,2
3097,49,41,99,33,4,222,56,79,2
3098,24,43,76,34,6,177,30,70,2
3099,49,30,160,31,3,270,90,82,0
3100,49,40,155,32,4,276,69,90,0
3104,49,41,171,32,5,293,59,95,0
3105,49,51,192,32,5,324,65,107,0
3107,49,60,278,37,4,424,106,106,0
3108,49,53,137,33,5,272,55,71,2
3110,74,42,146,32,5,294,59,71,2
3112,49,31,153,31,3,264,88,104,0
3113,49,30,160,31,3,270,90,82,0
3114,49,39,127,33,8,248,31,90,2
3115,49,37,185,32,3,303,101,109,0
3117,49,35,148,32,3,264,88,78,0
3120,24,34,144,33,4,235,59,73,2
3122,49,44,252,35,5,380,76,87,0
3124,74,37,255,32,4,398,100,103,0
3125,49,37,113,33,5,232,47,89,2
3126,49,45,192,32,6,318,53,104,0
3127,49,37,113,33,5,232,47,89,2
3128,49,42,292,34,4,417,105,97,0
3129,74,37,255,32,4,398,100,103,0
3130,49,37,167,32,3,285,95,82,0
3133,74,44,290,35,7,443,64,100,0
3134,49,31,141,32,4,253,64,73,2
3137,49,34,113,34,4,230,58,82,2
3138,49,28,150,34,5,261,53,88,2
3139,74,44,290,35,7,443,64,100,0
3141,49,37,123,34,6,243,41,83,2
3142,49,38,132,33,7,252,36,84,2
3144,49,49,188,33,5,319,64,89,0
3145,49,34,171,33,4,287,72,91,0
3147,24,25,74,35,6,158,27,88,2
3148,49,31,141,32,4,253,64,73,2
3151,49,38,95,35,4,217,55,100,2
3152,49,57,211,36,6,353,59,81,1
3153,49,56,218,34,6,357,60,88,0
3154,49,32,141,36,6,258,43,91,2
3157,49,45,213,34,6,341,57,68,1
3159,74,33,90,34,5,231,47,89,2
3160,49,59,201,33,5,342,69,66,0
3163,49,59,201,33,5,342,69,66,0
3164,49,44,155,33,5,281,57,85,2
3165,49,46,290,32,4,417,105,92,0
3167,49,55,239,37,6,380,64,105,1
3168,74,38,171,34,5,317,64,91,0
3169,74,41,174,34,4,323,81,92,0
3170,49,55,239,37,6,380,64,105,1
3171,49,63,199,37,5,348,70,106,0
3175,49,50,139,35,4,273,69,76,2
3176,49,50,174,35,6,308,52,73,1
3177,74,46,248,37,7,405,58,110,0
3179,49,46,308,33,4,436,109,69,0
3180,49,39,155,31,3,274,92,88,0
3181,49,39,146,32,3,266,89,102,0
3182,74,46,248,37,7,405,58,110,0
3183,74,45,197,34,4,350,88,108,0
3187,74,39,257,32,4,402,101,102,0
3189,74,28,90,32,8,224,28,86,2
3190,49,42,171,35,4,297,75,105,0
3191,74,47,104,33,4,258,65,81,0
3192,49,43,190,33,6,315,53,65,2
3193,49,47,155,31,4,282,71,93,0
3194,49,46,197,34,4,326,82,109,0
3195,1,34,81,33,3,149,50,112,2
3197,74,172,141,34,4,421,106,80,0
3198,49,167,99,32,5,347,70,76,1
3201,24,34,81,34,4,173,44,83,2
3202,24,34,24,35,5,117,24,66,2
3203,1,48,164,34,4,247,62,95,2
3205,49,31,81,32,5,193,39,100,2
3208,49,48,225,32,5,354,71,102,0
3209,49,31,81,32,5,193,39,100,2
3210,49,40,162,33,3,284,95,75,0
3211,49,27,111,32,3,219,73,84,0
3212,49,35,132,34,4,250,63,98,2
3213,49,35,201,33,3,318,106,96,0
3214,49,47,141,36,5,273,55,98,2
3216,49,65,153,34,5,301,61,73,1
3219,49,27,111,32,3,219,73,84,0
3220,49,50,197,33,3,329,110,73,0
3221,49,45,199,32,4,325,82,72,0
3222,49,53,192,35,4,329,83,78,0
3223,49,39,137,32,5,257,52,102,2
3225,49,48,269,35,4,401,101,108,0
3227,49,57,132,33,4,271,68,70,0
3228,24,47,185,31,3,287,96,77,0
3231,49,41,127,36,6,253,43,84,2
3233,49,48,301,32,5,430,86,106,0
