Cust_ID,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,Avg_Spent,Days_Since_Last_Purchase,cluster_label
2491,30,36,132,37,5,47,96,2
2492,29,37,58,33,4,40,91,2
2493,18,31,86,36,4,43,98,2
2496,26,44,120,32,5,45,70,2
2497,29,39,102,32,5,41,71,2
2498,28,47,188,34,5,60,110,1
2499,38,52,176,35,6,51,88,0
2501,35,48,241,32,4,89,121,1
2502,30,47,183,33,4,74,118,1
2503,28,56,169,32,5,57,107,1
2504,42,47,160,32,6,47,67,2
2505,45,48,169,32,6,49,66,2
2506,39,36,86,34,4,49,88,2
2510,19,42,166,33,6,44,80,2
2511,19,41,167,33,6,44,80,2
2514,5,38,123,35,4,51,69,2
2516,32,37,111,31,3,71,81,1
2517,34,31,67,32,4,41,85,2
2519,32,57,197,37,4,81,117,1
2524,23,47,150,34,4,64,71,2
2525,10,42,141,35,4,57,84,2
2526,33,57,146,32,5,54,110,1
2530,43,33,239,32,4,87,122,1
2531,28,46,226,33,4,84,138,1
2532,33,37,182,34,4,72,116,1
2536,58,44,248,33,5,77,100,1
2537,29,44,197,35,6,51,114,2
2538,29,44,257,32,5,73,97,1
2539,28,34,179,33,6,46,98,2
2540,46,37,232,34,5,70,119,1
2542,36,30,76,33,4,44,89,2
2544,29,58,174,37,4,75,86,0
2546,35,39,148,31,4,64,82,1
2547,25,48,206,35,5,63,68,0
2548,39,34,164,33,5,54,66,2
2549,26,43,150,32,4,63,73,2
2550,34,35,218,32,5,64,84,1
2554,26,43,150,32,4,63,73,2
2556,32,41,127,35,5,47,83,2
2558,34,50,259,32,4,94,96,1
2559,34,50,259,32,4,94,96,1
2562,25,23,120,35,5,41,81,2
2564,43,35,132,33,4,61,72,2
2569,1,17,53,35,4,27,83,2
2570,19,20,62,35,5,28,82,2
2571,35,39,285,34,4,99,96,1
2572,33,28,90,35,7,27,81,2
2573,38,46,125,35,9,28,72,2
2576,33,50,220,34,5,68,111,1
2577,33,37,185,35,6,49,90,2
2579,71,152,130,33,5,78,67,0
2580,33,37,185,35,6,49,90,2
2583,33,43,125,36,5,48,121,2
2585,30,54,162,33,5,56,102,1
2589,38,40,141,31,4,63,99,1
2590,44,46,169,33,6,49,65,2
2591,27,49,234,33,4,86,133,1
2592,18,46,160,35,5,52,67,0
2593,36,40,197,34,6,52,82,2
2594,34,46,130,32,4,61,85,2
2595,34,46,123,34,6,40,64,2
2596,27,62,220,35,5,69,91,0
2598,60,46,150,32,5,58,105,1
2601,43,45,188,32,4,77,118,1
2602,39,63,132,35,5,54,76,0
2604,28,44,137,36,6,41,76,2
2605,26,38,93,35,6,32,98,2
2606,6,52,141,35,4,59,88,2
2607,37,59,137,35,6,45,103,2
2611,48,57,167,33,4,77,89,1
2612,47,48,225,33,5,71,120,1
2613,27,64,285,38,4,104,121,1
2614,22,36,127,32,3,73,77,2
2615,47,71,225,31,9,42,102,0
2616,44,43,141,32,8,33,83,2
2617,42,45,104,31,3,74,105,1
2619,42,41,125,32,5,48,93,2
2628,44,50,234,33,6,61,108,1
2629,41,54,178,36,6,52,82,0
2631,36,55,234,36,6,61,102,0
2632,36,55,234,36,6,61,102,0
2636,24,44,197,34,6,50,69,0
2638,34,35,109,32,7,30,71,2
2639,30,47,183,34,7,42,75,0
2641,32,43,188,34,4,75,76,1
2642,48,48,322,31,4,113,113,1
2644,40,50,141,33,4,66,82,1
2645,10,46,153,34,4,61,81,2
2646,52,29,109,32,4,56,63,2
2647,38,38,146,32,4,64,73,2
2648,36,35,90,35,6,33,94,2
2649,34,48,211,32,5,65,87,1
2650,81,137,141,32,4,98,110,1
2652,55,50,211,33,7,50,75,0
2653,52,29,109,32,4,56,63,2
2658,20,77,169,34,5,60,106,1
2659,36,54,113,32,7,34,88,2
2661,26,79,197,35,7,49,94,0
2663,37,72,181,35,7,47,106,0
2664,38,54,304,34,5,86,90,1
2667,44,24,106,31,4,52,67,2
2668,36,31,139,35,6,41,96,2
2671,33,36,190,31,4,73,86,1
2672,30,48,185,31,5,59,83,1
2673,45,49,239,33,5,74,85,1
2674,19,33,76,34,5,33,86,2
2675,33,48,239,35,6,60,100,0
2676,44,37,169,33,6,48,101,2
2677,34,51,308,36,4,108,114,1
2678,29,46,188,34,5,60,87,2
2680,25,38,183,34,4,70,110,1
2681,25,38,183,34,4,70,110,1
2682,37,48,287,32,4,101,101,1
2683,21,35,164,35,3,85,87,1
2685,45,27,113,37,5,45,79,2
2686,32,37,113,33,4,54,97,2
2687,37,48,287,32,4,101,101,1
2688,33,34,146,33,4,62,75,2
2689,58,49,313,31,5,91,120,1
2690,35,48,257,32,5,75,93,1
2691,40,69,132,36,4,70,82,0
2692,31,38,171,32,3,91,87,1
2693,31,45,213,32,3,107,110,1
2694,33,33,81,38,4,47,83,2
2695,26,40,197,35,4,75,102,1
2696,21,35,164,35,3,85,87,1
2697,25,39,211,35,3,104,90,1
2699,25,38,183,34,4,70,110,1
2700,42,28,86,34,4,48,103,2
2701,40,33,99,36,5,42,117,2
2702,39,36,155,33,4,66,64,2
2703,69,41,246,32,4,97,116,1
2704,45,28,118,37,5,46,83,2
2705,45,27,113,37,5,45,79,2
2706,15,29,74,34,6,26,85,2
2707,27,24,51,34,5,28,71,2
2708,40,54,188,32,5,63,76,1
2710,37,40,95,32,6,34,73,2
2711,34,53,259,37,4,96,113,1
2713,17,47,141,34,3,80,63,1
2715,13,40,118,34,5,41,69,2
2717,13,40,118,34,5,41,69,2
2718,16,42,239,34,3,111,84,1
2719,32,51,252,37,4,93,92,1
2720,30,47,139,33,5,50,88,2
2722,45,42,169,31,5,58,69,2
2723,40,44,153,31,5,54,77,2
2724,45,47,239,33,5,73,91,1
2725,29,38,44,33,2,72,131,1
2727,27,47,132,34,5,48,79,2
2728,29,31,109,32,3,67,91,2
2730,34,47,169,33,5,57,82,2
2731,31,43,271,33,5,76,86,1
2732,42,53,160,31,4,72,85,1
2735,42,27,99,36,4,51,128,2
2736,37,31,146,36,4,63,128,1
2737,46,58,206,33,6,58,97,1
2738,49,34,153,31,3,89,84,1
2739,33,76,116,33,5,52,75,2
2740,49,52,252,33,6,65,88,1
2742,30,48,144,34,4,64,85,2
2743,32,47,144,34,4,65,85,2
2746,32,41,190,33,5,60,70,2
2749,17,42,204,33,4,74,127,1
2750,18,41,204,33,4,74,129,1
2752,7,35,113,37,4,48,84,2
2753,30,37,222,36,4,82,95,1
2754,36,34,169,36,5,55,84,2
2755,29,54,294,33,4,103,81,1
2756,29,54,294,33,4,103,81,1
2758,29,54,294,33,4,103,81,1
2759,34,55,171,34,8,37,108,2
2760,29,54,294,33,4,103,81,1
2761,41,43,174,33,6,49,87,2
2763,49,57,132,32,4,68,73,1
2764,32,30,174,37,4,69,92,2
2765,27,39,130,34,3,77,71,2
2767,38,37,109,34,4,55,79,2
2769,43,62,220,35,5,72,78,0
2773,26,36,266,36,5,73,107,1
2774,41,42,218,31,4,83,115,1
2775,35,39,262,35,5,75,87,1
2776,29,42,188,36,5,59,77,0
2779,45,30,192,33,3,100,73,1
2780,45,29,206,33,4,79,78,1
2782,30,25,113,34,5,41,91,2
2783,32,33,95,33,4,49,98,2
2785,37,48,155,32,4,68,80,1
2786,38,26,99,34,4,50,98,2
2787,30,37,141,33,3,81,103,1
2789,44,36,97,31,7,30,68,2
2790,26,24,178,33,7,38,94,2
2791,32,74,252,31,4,98,87,1
2792,40,42,294,35,4,103,102,1
2794,45,38,280,32,5,79,111,1
2796,40,42,294,35,4,103,102,1
2798,37,20,157,31,5,49,72,2
2801,38,46,195,32,4,78,93,1
2802,16,49,106,36,4,52,68,2
2803,16,49,106,36,4,52,68,2
2806,38,46,195,32,4,78,93,1
2807,40,31,106,36,5,43,106,2
2808,46,30,83,34,5,39,88,2
2811,36,40,137,34,5,50,90,2
2813,45,33,127,29,5,47,69,2
2814,42,45,204,33,4,81,99,1
2815,36,34,81,32,3,61,75,2
2818,36,34,81,32,3,61,75,2
2820,32,34,113,37,6,36,108,2
2821,39,38,160,33,7,39,79,2
2822,42,45,204,33,4,81,99,1
2823,39,33,86,34,5,39,87,2
2824,37,23,72,33,5,33,77,2
2825,39,33,86,34,5,39,87,2
2826,38,39,167,32,4,69,78,1
2827,53,47,116,34,3,84,83,1
2828,42,33,93,33,3,67,76,2
2829,30,43,266,32,4,93,104,1
2831,37,33,113,33,5,44,85,2
2832,30,37,167,35,4,68,87,2
2833,31,43,153,36,5,53,105,2
2834,31,36,137,32,5,48,104,2
2835,37,23,72,33,5,33,77,2
2837,37,41,58,32,4,42,93,2
2840,42,36,155,36,4,68,91,2
2845,40,55,190,33,4,80,99,1
2846,34,46,113,34,4,57,83,2
2847,31,45,125,35,4,59,78,2
2848,44,51,255,33,5,77,104,1
2849,23,34,188,40,5,57,106,0
2850,33,49,130,33,4,62,86,2
2851,32,47,130,33,4,61,82,2
2852,41,37,93,34,4,52,110,2
2853,73,138,150,32,3,131,116,1
2855,65,46,174,35,6,54,86,2
2857,16,34,195,32,4,70,123,1
2858,38,36,185,32,4,73,122,1
2859,30,37,188,32,3,96,121,1
2861,65,46,174,35,6,54,86,2
2862,46,39,169,31,5,57,136,1
2864,34,59,213,36,6,57,94,0
2865,34,28,90,31,4,46,94,2
2867,29,40,220,32,4,81,79,1
2868,56,48,283,32,6,70,113,1
2870,47,37,155,34,4,69,81,1
2873,56,48,283,32,6,70,113,1
2874,27,64,155,34,5,56,78,0
2875,42,44,306,34,7,61,103,1
2877,36,83,164,35,4,80,68,0
2881,74,39,246,32,4,98,109,1
2882,36,26,130,32,2,112,108,1
2883,34,28,93,31,5,38,84,2
2885,29,50,95,32,4,52,98,2
2886,40,32,83,32,6,32,93,2
2889,33,33,160,33,4,65,74,2
2891,30,37,137,37,5,49,72,2
2892,22,30,137,31,9,25,68,2
2893,22,31,137,31,9,25,68,2
2895,33,45,164,35,4,70,88,1
2896,38,45,125,33,4,61,87,2
2897,39,40,125,34,5,48,103,2
2898,28,42,132,31,4,59,103,2
2899,38,45,183,31,4,75,110,1
2901,42,67,201,34,3,115,97,1
2903,71,38,299,31,8,55,119,1
2904,45,50,178,35,5,62,75,0
2906,59,49,201,31,6,57,81,1
2907,68,46,178,32,4,81,80,1
2908,55,49,181,32,6,53,72,2
2909,8,41,229,36,4,79,95,1
2910,22,39,130,34,5,45,95,2
2911,54,40,155,31,4,70,74,1
2913,40,40,190,33,5,61,104,1
2916,34,39,130,35,6,40,79,2
2919,42,44,99,32,7,31,64,2
2923,35,43,130,34,6,41,79,2
2926,33,47,132,33,4,62,102,1
2928,43,52,160,30,5,57,78,1
2929,41,50,160,30,4,71,82,1
2930,32,58,234,36,4,90,82,1
2931,64,50,308,33,5,91,127,1
2932,39,34,90,32,8,25,120,2
2933,50,48,109,34,3,81,84,1
2939,32,40,118,34,3,75,108,1
2942,31,59,262,37,5,78,110,1
2943,37,41,86,34,4,50,109,2
2946,40,39,150,33,3,88,93,1
2948,39,42,123,31,3,79,73,1
2949,39,34,106,34,7,31,80,2
2950,33,27,81,34,4,44,98,2
2951,24,47,183,38,7,42,118,0
2952,30,48,197,34,5,62,98,1
2953,30,40,195,36,4,76,101,1
2954,41,40,83,31,4,49,96,2
2955,41,50,299,35,6,71,113,1
2957,32,48,93,34,5,42,93,2
2958,32,40,118,35,5,45,89,2
2959,26,44,185,37,4,73,114,1
2960,28,38,178,38,4,71,114,1
2962,16,51,160,34,4,66,73,2
2963,41,40,83,31,4,49,96,2
2964,28,46,130,35,3,80,93,1
2965,41,37,99,34,4,53,80,2
2967,41,50,299,35,6,71,113,1
2968,47,168,262,30,5,102,100,1
2970,41,42,169,32,4,71,99,1
2971,56,44,252,30,7,55,95,1
2973,34,32,72,33,4,43,82,2
2975,41,47,134,33,7,37,64,2
2977,30,47,109,35,4,56,104,2
2978,20,54,113,32,4,55,63,2
2979,32,44,141,35,4,63,94,2
2980,30,39,113,37,6,37,82,2
2981,16,45,160,33,4,64,86,2
2982,56,46,120,34,3,86,83,1
2983,40,47,137,34,7,37,63,2
2984,29,42,197,39,6,52,84,0
2985,13,39,83,36,9,19,75,2
2986,33,34,67,34,5,34,73,2
2988,40,37,127,32,3,79,131,1
2990,47,29,67,34,4,45,81,2
2992,30,42,174,35,4,71,77,1
2995,29,44,109,33,5,43,70,2
2997,36,50,266,32,5,77,93,1
2998,34,35,132,33,5,47,90,2
3000,48,52,250,33,5,77,115,1
3001,29,44,160,34,5,54,89,2
3002,31,44,153,35,6,44,87,2
3005,36,34,169,31,4,68,70,1
3006,28,33,137,30,8,29,74,2
3007,36,50,266,32,5,77,93,1
3009,32,37,146,35,4,63,97,2
3010,34,35,132,33,5,47,90,2
3011,33,35,125,34,8,29,84,2
3012,49,42,169,33,4,74,80,1
3014,2,38,141,35,4,54,80,2
3015,26,45,146,35,6,42,74,2
3016,35,57,301,32,6,71,94,1
3018,74,40,104,32,4,63,85,2
3019,49,42,252,32,3,125,87,1
3021,24,51,125,35,5,47,83,2
3022,74,56,246,32,4,102,94,1
3023,49,42,169,33,4,74,80,1
3024,49,52,90,34,4,57,84,2
3025,49,45,67,32,3,65,92,2
3028,49,51,132,34,5,54,76,2
3029,24,48,120,31,3,75,66,1
3030,49,51,132,34,5,54,76,2
3031,49,30,72,32,5,37,74,2
3032,49,31,51,32,3,55,90,2
3033,49,42,106,33,6,39,93,2
3036,49,33,120,31,7,34,86,2
3037,49,50,185,34,3,106,125,1
3038,49,52,197,33,5,67,125,1
3039,74,50,252,32,4,102,114,1
3040,24,57,132,33,4,62,75,2
3041,49,61,155,32,3,99,85,1
3042,49,40,99,34,4,56,92,2
3043,49,33,195,33,4,78,95,1
3044,74,44,123,34,4,69,91,1
3045,49,63,93,35,4,60,93,2
3050,49,48,134,31,4,66,69,1
3051,49,33,195,33,4,78,95,1
3053,49,54,327,31,5,93,108,1
3056,74,44,123,34,4,69,91,1
3057,74,44,90,35,4,61,100,2
3059,74,50,132,34,4,73,87,1
3060,49,48,174,37,4,77,112,1
3061,49,55,106,34,5,49,76,2
3063,49,31,127,33,3,80,104,1
3066,49,30,74,33,4,47,88,2
3068,49,48,134,31,4,66,69,1
3069,49,34,201,33,4,80,95,1
3070,49,33,195,33,4,78,95,1
3071,49,52,93,33,3,76,64,1
3074,49,50,171,36,4,77,76,1
3075,49,28,211,34,4,81,98,1
3076,24,40,113,32,3,70,68,2
3077,24,44,130,31,3,77,97,1
3080,24,48,164,35,6,46,84,0
3083,24,53,201,33,5,63,66,0
3085,49,33,141,34,7,37,75,2
3087,74,44,234,33,5,77,126,1
3089,49,30,109,37,4,57,86,2
3091,49,46,215,33,5,69,105,1
3094,49,30,155,33,4,67,103,1
3096,49,44,67,33,5,39,93,2
3097,49,41,99,33,4,56,81,2
3098,24,43,76,34,6,30,72,2
3099,49,30,160,31,3,90,84,1
3100,49,40,155,32,4,69,92,1
3104,49,41,171,32,5,59,97,1
3105,49,51,192,32,5,65,109,1
3107,49,60,278,37,4,106,108,1
3108,49,53,137,33,5,55,73,2
3110,74,42,146,32,5,59,73,2
3112,49,31,153,31,3,88,106,1
3113,49,30,160,31,3,90,84,1
3114,49,39,127,33,8,31,92,2
3115,49,37,185,32,3,101,111,1
3117,49,35,148,32,3,88,80,1
3120,24,34,144,33,4,59,75,2
3122,49,44,252,35,5,76,89,1
3124,74,37,255,32,4,100,105,1
3125,49,37,113,33,5,47,91,2
3126,49,45,192,32,6,53,106,1
3127,49,37,113,33,5,47,91,2
3128,49,42,292,34,4,105,99,1
3129,74,37,255,32,4,100,105,1
3130,49,37,167,32,3,95,84,1
3133,74,44,290,35,7,64,102,1
3134,49,31,141,32,4,64,75,2
3137,49,34,113,34,4,58,84,2
3138,49,28,150,34,5,53,90,2
3139,74,44,290,35,7,64,102,1
3141,49,37,123,34,6,41,85,2
3142,49,38,132,33,7,36,86,2
3144,49,49,188,33,5,64,91,1
3145,49,34,171,33,4,72,93,1
3147,24,25,74,35,6,27,90,2
3148,49,31,141,32,4,64,75,2
3151,49,38,95,35,4,55,102,2
3152,49,57,211,36,6,59,83,0
3153,49,56,218,34,6,60,90,1
3154,49,32,141,36,6,43,93,2
3157,49,45,213,34,6,57,70,0
3159,74,33,90,34,5,47,91,2
3160,49,59,201,33,5,69,68,1
3163,49,59,201,33,5,69,68,1
3164,49,44,155,33,5,57,87,2
3165,49,46,290,32,4,105,94,1
3167,49,55,239,37,6,64,107,0
3168,74,38,171,34,5,64,93,1
3169,74,41,174,34,4,81,94,1
3170,49,55,239,37,6,64,107,0
3171,49,63,199,37,5,70,108,1
3175,49,50,139,35,4,69,78,1
3176,49,50,174,35,6,52,75,0
3177,74,46,248,37,7,58,112,1
3179,49,46,308,33,4,109,71,1
3180,49,39,155,31,3,92,90,1
3181,49,39,146,32,3,89,104,1
3182,74,46,248,37,7,58,112,1
3183,74,45,197,34,4,88,110,1
3187,74,39,257,32,4,101,104,1
3189,74,28,90,32,8,28,88,2
3190,49,42,171,35,4,75,107,1
3191,74,47,104,33,4,65,83,1
3192,49,43,190,33,6,53,67,2
3193,49,47,155,31,4,71,95,1
3194,49,46,197,34,4,82,111,1
3195,1,34,81,33,3,50,114,2
3197,74,172,141,34,4,106,82,1
3198,49,167,99,32,5,70,78,0
3201,24,34,81,34,4,44,85,2
3202,24,34,24,35,5,24,68,2
3203,1,48,164,34,4,62,97,2
3205,49,31,81,32,5,39,102,2
3208,49,48,225,32,5,71,104,1
3209,49,31,81,32,5,39,102,2
3210,49,40,162,33,3,95,77,1
3211,49,27,111,32,3,73,86,1
3212,49,35,132,34,4,63,100,2
3213,49,35,201,33,3,106,98,1
3214,49,47,141,36,5,55,100,2
3216,49,65,153,34,5,61,75,0
3219,49,27,111,32,3,73,86,1
3220,49,50,197,33,3,110,75,1
3221,49,45,199,32,4,82,74,1
3222,49,53,192,35,4,83,80,1
3223,49,39,137,32,5,52,104,2
3225,49,48,269,35,4,101,110,1
3227,49,57,132,33,4,68,72,1
3228,24,47,185,31,3,96,79,1
3231,49,41,127,36,6,43,86,2
3233,49,48,301,32,5,86,108,1
3234,74,35,144,34,4,72,79,1
3236,49,42,146,33,5,54,101,2
3238,49,42,137,32,4,65,84,1
3240,49,54,178,34,5,63,100,1
3241,49,58,294,36,4,110,108,1
3246,49,36,67,32,3,62,78,2
3247,49,45,164,36,6,49,89,2
3248,49,58,218,38,5,73,97,0
3249,49,44,95,32,7,32,85,2
3251,49,44,132,34,4,65,87,2
3253,49,52,197,32,4,83,77,1
3255,49,48,134,33,5,53,79,2
3256,49,60,220,34,6,61,92,1
3257,49,50,215,33,4,87,110,1
3260,49,47,192,34,4,81,112,1
3263,46,59,308,34,6,75,90,1
3265,56,40,155,34,4,72,66,1
3266,34,55,130,31,5,50,91,2
3268,38,36,123,33,4,58,68,2
3269,18,46,213,33,6,52,91,0
3272,31,137,185,33,4,97,93,1
3274,32,47,208,33,5,64,123,1
3278,20,34,169,35,4,65,76,2
3280,30,46,211,39,6,55,107,0
3281,28,55,266,33,4,96,113,1
3282,28,55,266,33,4,96,113,1
3285,37,47,257,36,7,54,100,0
3286,33,49,299,32,4,104,100,1
3288,25,34,102,34,6,33,86,2
3289,30,50,185,32,4,75,65,1
3290,28,55,266,33,4,96,113,1
3292,22,48,195,34,4,75,112,1
3293,32,60,188,35,4,79,105,1
3294,33,36,132,34,4,59,93,2
3299,30,43,169,36,6,47,83,0
3301,19,46,195,34,4,74,64,0
3304,31,35,116,36,5,44,90,2
3305,22,38,146,36,6,41,96,2
3307,26,51,174,35,6,48,83,0
3308,30,55,262,36,4,96,108,1
3311,37,61,183,34,5,63,83,0
3312,27,59,199,34,5,64,81,0
3314,34,40,95,35,6,34,101,2
3317,33,50,192,33,4,77,86,1
3319,39,44,162,36,4,71,88,1
3324,22,64,188,34,4,77,113,1
3326,44,45,266,36,4,98,126,1
3327,24,123,190,32,5,74,93,1
3328,33,36,157,33,7,37,103,2
3332,31,41,99,31,4,51,107,2
3333,30,57,248,35,4,93,108,1
3334,36,42,132,34,5,49,114,2
3335,23,52,178,33,4,72,73,1
3336,30,57,248,35,4,93,108,1
3338,29,32,86,30,3,59,62,2
3340,40,38,81,33,3,64,86,2
3341,23,39,230,33,4,82,105,1
3345,29,50,160,33,4,68,91,1
3346,36,42,257,34,5,74,91,1
3347,24,44,134,34,4,59,78,2
3350,28,46,116,35,5,45,98,2
3352,25,49,146,36,5,52,101,2
3353,28,42,99,35,4,51,91,2
3354,23,39,230,33,4,82,105,1
3357,28,38,127,29,5,45,70,2
3360,28,44,178,33,5,57,89,2
3361,27,37,104,36,4,51,78,2
3362,30,37,229,36,5,67,76,0
3363,25,53,208,34,4,80,112,1
3366,22,51,195,34,7,44,108,0
3368,28,46,109,33,6,36,91,2
3371,26,59,195,32,4,78,90,1
3372,26,59,195,32,4,78,91,1
3376,26,41,162,35,7,38,98,2
3378,36,34,118,36,7,32,101,2
3379,31,52,190,34,4,77,105,1
3381,26,34,171,32,4,66,131,1
3382,40,67,199,34,6,57,75,0
3383,29,38,141,35,5,49,112,2
3385,26,40,97,32,5,39,87,2
3388,24,26,90,32,7,25,84,2
3389,30,42,192,33,5,60,84,2
3390,24,54,167,35,5,56,83,0
3391,36,56,137,33,5,53,79,2
3392,31,62,304,34,6,72,100,1
3395,32,37,109,33,6,36,85,2
3396,27,39,150,34,3,84,95,1
3397,29,73,262,32,4,99,114,1
3400,23,42,164,32,3,87,72,1
3401,29,73,262,32,4,99,114,1
3404,39,65,239,33,4,94,87,1
3405,20,46,169,33,4,67,67,2
3407,39,65,239,33,4,94,87,1
3408,43,53,317,34,8,56,118,1
3409,21,49,132,33,4,59,97,2
3410,20,46,169,33,4,67,67,2
3411,24,42,86,34,4,47,82,2
3413,29,30,93,31,3,61,89,2
3415,30,29,190,35,5,57,92,2
3416,0,34,141,33,3,70,104,1
3417,29,32,58,35,4,39,85,2
3418,28,32,42,33,4,34,96,2
3420,31,35,127,32,4,57,81,2
3421,29,30,93,31,3,61,89,2
3422,24,54,215,35,5,66,92,0
3423,12,33,239,34,3,106,93,1
3428,24,31,178,33,4,67,99,1
3430,24,30,190,33,5,56,92,2
3431,24,31,178,33,4,67,99,1
3432,24,30,190,33,5,56,92,2
3436,29,37,113,34,6,36,95,2
3438,23,123,192,32,5,74,85,0
3442,45,59,234,35,8,47,90,0
3443,46,29,90,34,6,34,79,2
3453,35,48,169,34,6,48,102,2
3455,42,56,225,32,5,71,92,1
3456,34,56,174,33,5,60,71,0
3457,34,56,174,33,5,60,72,0
3459,19,46,174,35,7,40,115,2
3460,28,54,229,33,5,69,136,1
3461,31,54,123,34,9,27,80,2
3462,30,49,201,34,4,79,115,1
3466,28,31,178,32,4,68,92,1
3467,27,31,141,33,4,58,99,2
3468,28,35,188,32,4,71,99,1
3471,20,47,243,32,5,69,84,1
3472,20,47,243,32,5,69,84,1
3475,30,53,160,33,5,56,106,1
3477,26,43,266,32,6,62,99,1
3478,61,43,269,32,4,102,72,1
3479,42,45,278,33,6,67,103,1
3480,61,43,269,32,4,102,72,1
3482,42,45,278,33,6,67,103,1
3483,32,29,178,36,4,69,92,2
3484,61,43,269,32,4,102,72,1
3485,2,36,137,33,3,70,97,2
3488,40,36,141,33,8,32,82,2
3490,41,45,273,33,6,66,102,1
3492,31,46,299,34,4,103,98,1
3493,44,56,188,33,4,81,89,1
3494,33,39,227,31,5,66,131,1
3495,67,37,220,30,4,89,111,1
3496,67,37,220,30,4,89,111,1
3497,41,53,243,34,6,62,73,0
3498,31,30,67,34,6,27,99,2
3499,27,33,271,28,4,90,103,1
3501,35,40,262,31,5,74,84,1
3504,67,37,220,30,4,89,111,1
3506,30,29,104,33,6,33,122,2
3507,36,38,99,31,6,34,84,2
3508,34,62,220,34,4,88,98,1
3510,26,41,127,32,7,33,78,2
3511,27,36,157,31,5,51,78,2
3513,30,33,81,31,4,44,85,2
3514,36,38,99,31,6,34,84,2
3515,36,45,201,32,4,79,112,1
3516,26,41,127,32,7,33,78,2
3517,29,44,278,33,6,64,112,1
3520,34,62,220,34,4,88,98,1
3521,19,55,190,34,4,75,85,1
3522,27,28,120,31,5,42,68,2
3529,34,43,239,32,4,87,107,1
3531,23,42,178,30,3,91,73,1
3532,65,83,215,31,4,99,85,1
3533,36,40,123,34,7,34,83,2
3534,33,36,220,32,4,81,104,1
3535,34,43,239,32,4,87,107,1
3536,27,80,155,34,4,74,92,1
3538,32,52,204,33,4,81,93,1
3540,32,52,204,33,4,81,93,1
3544,30,49,192,31,6,51,97,1
3548,44,54,188,32,4,80,87,1
3551,36,28,125,31,3,74,87,1
3552,38,44,206,35,7,47,107,2
3553,13,36,290,31,5,74,107,1
3554,28,63,236,30,6,60,124,1
3557,55,56,338,31,6,80,111,1
3558,31,24,137,29,4,56,71,2
3559,31,24,137,29,4,56,71,2
3563,42,46,201,33,5,65,108,1
3564,28,76,250,32,4,97,108,1
3566,35,44,229,32,6,57,111,1
3568,30,30,130,37,8,29,107,2
3569,43,36,169,34,5,57,90,2
3570,30,30,130,37,8,29,107,2
3571,26,86,213,33,4,90,95,1
3575,37,57,236,37,6,62,93,0
3576,27,48,220,34,5,66,88,1
3578,50,42,262,32,5,78,115,1
3580,30,56,276,33,5,79,111,1
3581,30,56,276,33,5,79,111,1
3583,30,56,276,33,5,79,111,1
3584,58,49,313,33,6,76,106,1
3585,41,47,153,33,5,55,85,2
3586,28,43,192,33,6,50,115,2
3587,32,43,229,32,5,68,121,1
3588,30,34,95,32,3,64,88,2
3593,33,43,285,35,7,57,105,0
3594,38,55,308,35,8,55,109,0
3596,38,55,308,35,8,55,109,0
3597,38,55,308,35,8,55,109,0
3598,31,55,304,33,5,85,90,1
3602,22,53,127,33,4,59,91,2
3605,38,55,308,35,8,55,109,0
3607,39,43,178,37,5,60,79,0
3608,33,34,148,33,4,62,85,2
3609,56,35,109,34,5,47,78,2
3610,39,43,178,37,5,60,79,0
3611,46,64,123,35,4,67,95,1
3612,22,46,250,34,7,51,96,0
3613,30,26,137,31,4,56,72,2
3616,30,26,137,31,4,56,72,2
3617,34,49,118,34,5,47,70,2
3618,22,46,250,34,7,51,96,0
3619,34,50,153,33,7,39,94,2
3621,39,40,218,32,5,66,103,1
3625,40,179,125,32,5,76,63,0
3626,15,46,201,33,4,74,109,1
3628,39,40,218,32,5,66,103,1
3629,41,34,185,32,5,59,80,2
3630,26,42,169,33,5,54,90,2
3632,33,49,269,36,4,97,108,1
3633,36,38,132,34,5,48,69,2
3636,26,42,169,33,5,54,90,2
3638,35,42,127,32,4,59,69,2
3639,45,32,229,34,6,57,114,1
3641,27,28,178,35,4,67,80,2
3643,4,34,215,34,6,48,80,0
3644,35,42,127,32,4,59,69,2
3646,44,52,195,33,4,81,86,1
3647,44,50,195,33,4,81,87,1
3648,24,31,201,35,6,49,90,2
3649,38,34,292,31,6,66,73,1
3650,27,42,301,34,4,101,99,1
3653,29,26,109,31,4,49,77,2
3657,37,44,220,33,5,67,103,1
3658,46,40,141,33,5,52,89,2
3659,44,40,227,34,6,58,116,1
3660,33,36,125,35,4,58,81,2
3661,25,47,99,33,5,41,92,2
3662,36,49,206,38,5,66,96,0
3663,28,42,188,34,8,37,109,2
3666,29,51,157,33,4,68,84,1
3673,28,42,188,34,8,37,109,2
3676,39,55,185,37,5,64,97,0
3677,30,42,139,38,7,36,83,0
3679,32,39,178,34,7,41,68,2
3680,14,46,204,34,3,100,76,1
3681,32,36,211,33,3,104,83,1
3682,32,29,201,30,4,73,72,1
3684,32,53,178,34,8,38,105,2
3685,32,50,160,33,6,46,75,2
3688,32,53,178,34,8,38,105,2
3689,19,44,215,33,4,78,109,1
3690,19,45,201,33,4,75,111,1
3691,3,43,141,35,4,56,85,2
3692,53,52,266,31,4,101,80,1
