Cust_ID,Email_Clicks,SM_Comments,App_Clicks,SM_Likes,SM_Shares,SM_Clicks,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,Avg_Spent,Days_Since_Last_Purchase,cluster_id,education_level,dependents,city,age,sex
3113,75,2,4,1,2,69,49,30,160,31,3,90,84,21,Bachelor,False,other,62,male
3114,47,2,2,2,1,81,49,39,127,33,8,31,92,22,less than high school,False,Birmingham,60,male
3115,84,2,4,3,2,95,49,37,185,32,3,101,111,21,High School,False,other,21,male
3117,59,2,1,0,1,93,49,35,148,32,3,88,80,21,Bachelor,False,other,67,male
3120,49,0,4,5,1,81,24,34,144,33,4,59,75,22,Bachelor,False,Birmingham,72,female
3122,20,4,43,7,1,19,49,44,252,35,5,76,89,01,Master,False,Birmingham,62,male
3124,25,2,7,5,2,81,74,37,255,32,4,100,105,21,less than high school,True,other,32,male
3125,19,21,4,58,20,14,49,37,113,33,5,47,91,12,Bachelor,False,other,19,male
3126,25,0,3,6,0,83,49,45,192,32,6,53,106,21,Bachelor,False,other,56,female
3127,12,21,1,59,12,19,49,37,113,33,5,47,91,12,Master,False,London,36,female
3128,19,20,4,62,13,0,49,42,292,34,4,105,99,11,less than high school,True,Birmingham,26,female
3129,3,0,107,3,2,1,74,37,255,32,4,100,105,01,Bachelor,True,other,31,female
3130,63,1,2,7,1,94,49,37,167,32,3,95,84,21,Master,False,other,74,male
3133,15,0,114,3,0,19,74,44,290,35,7,64,102,01,less than high school,False,London,41,male
3134,15,2,57,1,0,3,49,31,141,32,4,64,75,02,Bachelor,True,Birmingham,48,male
3137,83,2,0,11,0,83,49,34,113,34,4,58,84,22,less than high school,False,Birmingham,20,female
3138,1,8,5,68,23,11,49,28,150,34,5,53,90,12,Master,True,Birmingham,22,female
3139,8,22,5,58,21,5,74,44,290,35,7,64,102,11,Bachelor,True,Birmingham,23,male
3141,57,1,7,11,1,82,49,37,123,34,6,41,85,22,Master,False,Birmingham,65,male
3142,6,4,55,6,1,2,49,38,132,33,7,36,86,02,Bachelor,False,Birmingham,28,male
3144,11,14,4,67,11,15,49,49,188,33,5,64,91,11,Bachelor,False,London,62,female
3145,11,8,4,81,20,8,49,34,171,33,4,72,93,11,High School,False,other,24,female
3147,15,24,3,72,22,18,24,25,74,35,6,27,90,12,High School,False,London,34,female
3148,13,12,0,35,12,11,49,31,141,32,4,64,75,12,High School,False,other,38,female
3151,7,22,5,73,12,12,49,38,95,35,4,55,102,12,Bachelor,False,London,24,female
3152,27,1,105,2,1,15,49,57,211,36,6,59,83,00,High School,False,other,49,female
3153,57,0,3,6,1,69,49,56,218,34,6,60,90,21,High School,False,other,22,female
3154,37,0,5,8,0,78,49,32,141,36,6,43,93,22,Master,True,London,74,male
3157,7,1,49,2,0,12,49,45,213,34,6,57,70,00,High School,False,Birmingham,30,male
3159,7,17,1,80,21,4,74,33,90,34,5,47,91,12,Bachelor,False,Birmingham,22,male
3160,31,0,50,2,2,15,49,59,201,33,5,69,68,01,Master,True,Birmingham,23,male
3163,1,13,0,81,23,6,49,59,201,33,5,69,68,11,Master,False,Birmingham,24,female
3164,61,1,4,0,2,64,49,44,155,33,5,57,87,22,PhD,False,other,70,female
3165,8,21,1,57,12,17,49,46,290,32,4,105,94,11,Master,True,other,56,female
3167,85,2,0,4,1,71,49,55,239,37,6,64,107,20,less than high school,False,Birmingham,20,female
3168,18,18,5,48,13,17,74,38,171,34,5,64,93,11,Bachelor,False,Birmingham,28,female
3169,18,7,0,84,8,5,74,41,174,34,4,81,94,11,Master,False,Birmingham,21,female
3170,3,20,3,48,26,16,49,55,239,37,6,64,107,10,Bachelor,False,other,21,female
3171,19,18,4,18,23,11,49,63,199,37,5,70,108,11,Master,False,other,24,female
3175,62,1,7,10,0,92,49,50,139,35,4,69,78,21,Bachelor,False,other,28,female
3176,13,15,1,50,13,11,49,50,174,35,6,52,75,10,Bachelor,False,Birmingham,37,male
3177,13,2,89,4,0,17,74,46,248,37,7,58,112,01,High School,True,other,36,male
3179,64,1,3,11,1,89,49,46,308,33,4,109,71,21,Master,False,other,54,female
3180,30,2,4,11,1,79,49,39,155,31,3,92,90,21,High School,False,other,24,male
3181,53,0,5,6,2,83,49,39,146,32,3,89,104,21,less than high school,False,Birmingham,35,male
3182,9,12,5,81,15,11,74,46,248,37,7,58,112,11,High School,True,other,18,male
3183,9,21,0,44,23,3,74,45,197,34,4,88,110,11,less than high school,True,other,38,female
3187,2,17,4,44,16,14,74,39,257,32,4,101,104,11,less than high school,False,London,28,female
3189,29,0,5,7,1,71,74,28,90,32,8,28,88,22,High School,False,other,69,female
3190,0,18,4,54,9,0,49,42,171,35,4,75,107,11,less than high school,False,Birmingham,24,female
3191,17,18,1,45,9,12,74,47,104,33,4,65,83,11,High School,False,London,48,female
3192,8,17,5,58,19,3,49,43,190,33,6,53,67,12,High School,False,London,31,female
3193,14,4,45,1,2,15,49,47,155,31,4,71,95,01,High School,True,Birmingham,22,male
3194,23,0,41,1,1,14,49,46,197,34,4,82,111,01,less than high school,True,other,27,female
3195,10,13,4,62,23,9,1,34,81,33,3,50,114,12,High School,False,other,26,female
3197,12,3,69,2,1,9,74,172,141,34,4,106,82,01,Master,False,other,64,male
3198,14,8,2,69,10,6,49,167,99,32,5,70,78,10,Master,False,London,21,female
3201,2,17,3,23,20,3,24,34,81,34,4,44,85,12,High School,False,other,31,female
3202,14,17,5,77,9,9,24,34,24,35,5,24,68,12,PhD,False,Birmingham,22,female
3203,9,23,5,39,18,15,1,48,164,34,4,62,97,12,Master,False,other,22,female
3205,83,2,5,0,2,57,49,31,81,32,5,39,102,22,High School,False,Birmingham,23,male
3208,8,23,0,36,19,2,49,48,225,32,5,71,104,11,High School,True,Birmingham,19,female
3209,4,15,4,78,9,8,49,31,81,32,5,39,102,12,High School,False,London,20,female
3210,66,2,0,11,1,97,49,40,162,33,3,95,77,21,Master,False,other,55,male
3211,8,12,5,59,13,5,49,27,111,32,3,73,86,11,Master,False,Birmingham,22,female
3212,2,14,5,81,25,14,49,35,132,34,4,63,100,12,High School,False,other,23,female
3213,0,24,0,29,8,9,49,35,201,33,3,106,98,11,less than high school,True,Birmingham,25,female
3214,11,19,3,72,20,6,49,47,141,36,5,55,100,12,High School,True,Birmingham,21,female
3216,16,19,5,24,9,11,49,65,153,34,5,61,75,10,Bachelor,False,Birmingham,26,female
3219,7,8,5,15,12,1,49,27,111,32,3,73,86,11,Bachelor,False,other,21,male
3220,71,0,0,10,1,73,49,50,197,33,3,110,75,21,Bachelor,False,Birmingham,64,male
3221,30,2,6,10,2,91,49,45,199,32,4,82,74,21,High School,True,London,59,male
3222,28,2,122,7,0,12,49,53,192,35,4,83,80,01,High School,False,other,65,female
3223,12,8,2,66,10,1,49,39,137,32,5,52,104,12,High School,True,Birmingham,36,female
3225,21,0,68,5,1,5,49,48,269,35,4,101,110,01,less than high school,False,London,37,female
3227,4,4,55,2,0,6,49,57,132,33,4,68,72,01,Master,False,other,44,male
3228,51,2,0,4,2,79,24,47,185,31,3,96,79,21,Master,False,Birmingham,20,female
3231,7,21,4,83,24,6,49,41,127,36,6,43,86,12,less than high school,False,other,20,female
3233,6,19,0,17,9,9,49,48,301,32,5,86,108,11,High School,False,London,21,male
3234,5,15,2,82,25,13,74,35,144,34,4,72,79,11,less than high school,False,London,26,female
3236,39,0,5,7,0,87,49,42,146,33,5,54,101,22,Bachelor,True,Birmingham,35,male
3238,10,10,4,77,13,8,49,42,137,32,4,65,84,11,Bachelor,False,other,19,female
3240,16,18,5,37,24,13,49,54,178,34,5,63,100,11,Bachelor,True,Birmingham,28,female
3241,31,0,41,2,1,17,49,58,294,36,4,110,108,01,less than high school,True,London,25,male
3246,11,12,4,20,11,16,49,36,67,32,3,62,78,12,Bachelor,True,other,22,female
3247,23,1,67,3,2,14,49,45,164,36,6,49,89,02,Master,False,Birmingham,21,male
3248,49,1,3,7,1,66,49,58,218,38,5,73,97,20,Master,False,Birmingham,23,female
3249,55,1,1,9,0,95,49,44,95,32,7,32,85,22,Master,False,London,23,female
3251,49,0,3,6,1,86,49,44,132,34,4,65,87,22,High School,False,other,74,female
3253,7,22,1,40,11,17,49,52,197,32,4,83,77,11,Bachelor,False,other,20,female
3255,77,1,6,8,1,96,49,48,134,33,5,53,79,22,Bachelor,False,other,62,male
3256,15,4,48,5,0,3,49,60,220,34,6,61,92,01,Master,False,other,47,female
3257,23,3,124,5,2,12,49,50,215,33,4,87,110,01,Bachelor,False,other,23,male
3260,9,22,5,24,25,5,49,47,192,34,4,81,112,11,Master,False,Birmingham,26,female
3263,34,0,4,8,2,90,46,59,308,34,6,75,90,21,less than high school,False,London,30,male
3265,15,0,115,7,1,1,56,40,155,34,4,72,66,01,High School,True,other,42,male
3266,59,2,2,7,0,51,34,55,130,31,5,50,91,22,Bachelor,True,Birmingham,32,male
3268,17,16,0,43,23,7,38,36,123,33,4,58,68,12,Bachelor,False,other,24,female
3269,37,2,3,3,1,76,18,46,213,33,6,52,91,20,Master,False,other,22,female
3272,4,10,1,66,10,9,31,137,185,33,4,97,93,11,less than high school,False,Birmingham,46,female
3274,13,22,1,66,23,1,32,47,208,33,5,64,123,11,less than high school,False,Birmingham,43,female
3278,13,2,91,2,1,15,20,34,169,35,4,65,76,02,Master,True,Birmingham,39,female
3280,14,11,1,75,22,7,30,46,211,39,6,55,107,10,less than high school,False,other,21,female
3281,29,2,1,9,0,65,28,55,266,33,4,96,113,21,Bachelor,True,Birmingham,65,male
3282,22,2,62,7,2,1,28,55,266,33,4,96,113,01,High School,False,other,24,male
3285,24,0,39,6,2,15,37,47,257,36,7,54,100,00,less than high school,True,Birmingham,30,female
3286,12,23,4,58,21,2,33,49,299,32,4,104,100,11,less than high school,False,London,19,female
3288,10,1,79,2,2,16,25,34,102,34,6,33,86,02,High School,False,other,28,male
3289,4,13,4,67,17,11,30,50,185,32,4,75,65,11,Bachelor,False,other,58,female
3290,30,4,75,4,1,8,28,55,266,33,4,96,113,01,less than high school,False,other,73,male
3292,17,1,84,5,2,15,22,48,195,34,4,75,112,01,High School,False,other,23,female
3293,80,0,5,9,2,101,32,60,188,35,4,79,105,21,less than high school,True,other,22,male
3294,85,2,4,11,2,94,33,36,132,34,4,59,93,22,less than high school,False,Birmingham,62,male
3299,23,3,123,4,1,11,30,43,169,36,6,47,83,00,Master,False,other,27,female
3301,2,14,5,56,12,9,19,46,195,34,4,74,64,10,High School,False,other,27,female
3304,21,1,54,0,2,8,31,35,116,36,5,44,90,02,Bachelor,False,Birmingham,29,male
3305,41,0,0,5,1,65,22,38,146,36,6,41,96,22,High School,False,other,29,male
3307,76,1,1,1,0,51,26,51,174,35,6,48,83,20,PhD,True,other,37,male
3308,79,0,1,9,2,94,30,55,262,36,4,96,108,21,High School,False,Birmingham,63,male
3311,80,0,5,8,0,69,37,61,183,34,5,63,83,20,High School,False,other,24,male
3312,40,1,1,6,2,53,27,59,199,34,5,64,81,20,High School,False,London,58,male
3314,10,18,1,37,22,15,34,40,95,35,6,34,101,12,Bachelor,False,other,24,female
3317,11,18,4,58,8,4,33,50,192,33,4,77,86,11,Master,False,other,22,female
3319,15,16,4,34,21,4,39,44,162,36,4,71,88,11,less than high school,True,other,20,female
3324,5,16,1,57,10,9,22,64,188,34,4,77,113,11,less than high school,True,Birmingham,21,female
3326,9,16,0,67,18,2,44,45,266,36,4,98,126,11,Bachelor,False,London,18,female
3327,9,14,4,52,20,18,24,123,190,32,5,74,93,11,Master,False,London,65,female
3328,6,10,3,31,18,16,33,36,157,33,7,37,103,12,less than high school,True,other,20,female
3332,13,3,82,6,1,14,31,41,99,31,4,51,107,02,less than high school,True,Birmingham,68,male
3333,5,19,5,58,11,14,30,57,248,35,4,93,108,11,less than high school,True,other,37,female
3334,12,22,4,88,24,0,36,42,132,34,5,49,114,12,less than high school,True,other,22,female
3335,10,20,2,68,10,0,23,52,178,33,4,72,73,11,High School,False,other,24,female
3336,0,15,3,29,10,3,30,57,248,35,4,93,108,11,High School,True,other,24,female
3338,6,20,0,49,7,15,29,32,86,30,3,59,62,12,High School,False,Birmingham,21,female
3340,0,16,4,29,22,5,40,38,81,33,3,64,86,12,Bachelor,False,other,38,female
3341,50,1,5,5,0,101,23,39,230,33,4,82,105,21,less than high school,True,London,58,male
3345,74,2,7,11,0,93,29,50,160,33,4,68,91,21,less than high school,False,other,36,male
3346,23,2,1,5,0,91,36,42,257,34,5,74,91,21,Bachelor,False,other,37,female
3347,57,1,2,2,2,88,24,44,134,34,4,59,78,22,PhD,False,Birmingham,20,male
3350,9,0,99,2,1,15,28,46,116,35,5,45,98,02,High School,True,other,22,female
3352,16,2,115,7,0,21,25,49,146,36,5,52,101,02,Master,True,Birmingham,25,male
3353,6,1,115,4,2,2,28,42,99,35,4,51,91,02,High School,False,London,49,female
3354,13,19,4,16,10,12,23,39,230,33,4,82,105,11,less than high school,True,other,19,female
3357,15,7,0,19,17,11,28,38,127,29,5,45,70,12,Bachelor,False,Birmingham,52,female
3360,16,23,1,41,26,4,28,44,178,33,5,57,89,12,less than high school,False,other,23,male
3361,49,0,7,0,2,67,27,37,104,36,4,51,78,22,High School,False,other,64,male
3362,32,1,112,1,1,17,30,37,229,36,5,67,76,00,High School,False,other,42,male
3363,4,15,1,53,23,17,25,53,208,34,4,80,112,11,less than high school,True,other,18,female
3366,1,13,1,87,13,10,22,51,195,34,7,44,108,10,High School,True,other,52,female
3368,83,1,1,6,1,51,28,46,109,33,6,36,91,22,less than high school,False,other,66,female
3371,18,9,0,84,8,10,26,59,195,32,4,78,90,11,Bachelor,True,other,18,female
3372,21,3,50,2,1,21,26,59,195,32,4,78,91,01,High School,False,Birmingham,28,female
3376,83,1,7,6,1,62,26,41,162,35,7,38,98,22,PhD,False,other,24,male
3378,15,12,0,36,24,17,36,34,118,36,7,32,101,12,less than high school,False,Birmingham,25,female
3379,18,18,3,39,26,4,31,52,190,34,4,77,105,11,High School,False,other,26,female
3381,22,1,41,2,2,12,26,34,171,32,4,66,131,01,less than high school,False,Birmingham,27,male
3382,13,15,0,65,16,16,40,67,199,34,6,57,75,10,less than high school,False,other,26,female
3383,86,2,0,0,2,75,29,38,141,35,5,49,112,22,High School,True,Birmingham,37,male
3385,32,1,4,5,0,60,26,40,97,32,5,39,87,22,Bachelor,False,London,64,female
3388,31,3,44,3,0,11,24,26,90,32,7,25,84,02,Bachelor,False,other,22,male
3389,39,1,5,7,2,56,30,42,192,33,5,60,84,22,PhD,False,Birmingham,23,male
3390,48,1,0,1,0,67,24,54,167,35,5,56,83,20,less than high school,True,other,58,male
3391,85,1,7,8,1,66,36,56,137,33,5,53,79,22,Master,False,London,22,male
3392,56,0,5,3,0,78,31,62,304,34,6,72,100,21,High School,False,London,28,female
3395,9,24,4,18,21,13,32,37,109,33,6,36,85,12,Bachelor,False,other,24,female
3396,78,0,7,11,2,78,27,39,150,34,3,84,95,21,High School,True,other,67,male
3397,18,14,5,32,22,10,29,73,262,32,4,99,114,11,High School,False,Birmingham,37,female
3400,7,9,0,87,25,9,23,42,164,32,3,87,72,11,High School,False,Birmingham,21,female
3401,6,0,81,6,1,5,29,73,262,32,4,99,114,01,less than high school,False,Birmingham,28,female
3404,13,10,3,60,12,10,39,65,239,33,4,94,87,11,Bachelor,False,other,52,female
3405,33,2,94,2,2,12,20,46,169,33,4,67,67,02,High School,False,Birmingham,44,female
3407,30,1,6,9,0,92,39,65,239,33,4,94,87,21,Bachelor,False,other,20,female
3408,61,1,6,2,2,66,43,53,317,34,8,56,118,21,High School,True,London,29,male
3409,16,23,4,32,7,6,21,49,132,33,4,59,97,12,High School,False,other,24,female
3410,35,0,0,10,0,55,20,46,169,33,4,67,67,22,High School,False,other,20,male
3411,77,1,1,1,2,56,24,42,86,34,4,47,82,22,less than high school,False,London,60,male
3413,0,21,1,30,16,2,29,30,93,31,3,61,89,12,less than high school,False,other,66,female
3415,29,0,1,2,1,96,30,29,190,35,5,57,92,22,High School,False,Birmingham,67,female
3416,6,21,0,73,7,3,0,34,141,33,3,70,104,11,less than high school,False,Birmingham,25,female
3417,30,1,71,2,2,10,29,32,58,35,4,39,85,02,High School,True,Birmingham,23,male
3418,33,2,76,3,2,14,28,32,42,33,4,34,96,02,Bachelor,True,other,21,female
3420,81,0,7,2,1,84,31,35,127,32,4,57,81,22,Master,False,Birmingham,22,female
3421,6,7,0,20,19,14,29,30,93,31,3,61,89,12,Bachelor,True,London,36,female
3422,3,1,92,1,0,14,24,54,215,35,5,66,92,00,High School,False,London,23,male
3423,15,9,4,83,22,12,12,33,239,34,3,106,93,11,High School,False,other,35,female
3428,65,0,7,0,0,53,24,31,178,33,4,67,99,21,Bachelor,False,Birmingham,24,male
3430,83,1,4,0,2,83,24,30,190,33,5,56,92,22,High School,True,other,22,male
3431,47,2,0,7,2,60,24,31,178,33,4,67,99,21,Bachelor,False,Birmingham,23,male
3432,33,0,7,1,2,64,24,30,190,33,5,56,92,22,less than high school,False,other,61,male
3436,5,19,3,24,15,1,29,37,113,34,6,36,95,12,High School,False,other,33,female
3438,18,0,67,7,1,10,23,123,192,32,5,74,85,00,Master,False,London,38,male
3442,4,8,0,82,10,1,45,59,234,35,8,47,90,10,Bachelor,True,London,20,female
3443,40,2,6,9,0,86,46,29,90,34,6,34,79,22,Master,True,other,73,male
3453,2,22,4,72,15,4,35,48,169,34,6,48,102,12,less than high school,False,other,25,female
3455,5,22,5,79,9,16,42,56,225,32,5,71,92,11,High School,False,other,33,female
3456,11,16,4,72,15,17,34,56,174,33,5,60,71,10,less than high school,False,other,34,female
3457,13,13,0,21,7,9,34,56,174,33,5,60,72,10,less than high school,True,Birmingham,19,female
3459,10,11,0,32,16,11,19,46,174,35,7,40,115,12,Bachelor,False,London,21,female
3460,18,23,3,24,8,14,28,54,229,33,5,69,136,11,High School,False,other,19,male
3461,16,2,118,1,1,20,31,54,123,34,9,27,80,02,Bachelor,False,Birmingham,21,male
3462,1,1,93,7,0,0,30,49,201,34,4,79,115,01,Master,False,Birmingham,62,female
3466,50,1,2,1,0,88,28,31,178,32,4,68,92,21,High School,True,other,67,male
3467,16,22,3,17,21,18,27,31,141,33,4,58,99,12,High School,False,other,30,male
3468,26,1,58,0,1,4,28,35,188,32,4,71,99,01,less than high school,True,other,50,female
3471,42,1,3,1,0,69,20,47,243,32,5,69,84,21,Bachelor,False,Birmingham,32,female
3472,2,2,63,6,1,12,20,47,243,32,5,69,84,01,High School,False,London,59,female
3475,15,15,5,85,13,11,30,53,160,33,5,56,106,11,High School,True,other,32,female
3477,55,0,7,4,0,56,26,43,266,32,6,62,99,21,High School,False,London,21,male
3478,14,3,99,6,0,3,61,43,269,32,4,102,72,01,Bachelor,True,other,40,female
3479,5,8,4,17,9,2,42,45,278,33,6,67,103,11,less than high school,True,other,26,female
3480,10,23,3,68,15,5,61,43,269,32,4,102,72,11,Bachelor,False,other,19,female
3482,75,2,5,2,2,69,42,45,278,33,6,67,103,21,Bachelor,True,other,68,male
3483,7,9,0,65,11,5,32,29,178,36,4,69,92,12,High School,True,Birmingham,21,male
3484,15,16,3,68,17,15,61,43,269,32,4,102,72,11,Bachelor,False,other,31,female
3485,39,1,1,10,0,50,2,36,137,33,3,70,97,22,less than high school,True,Birmingham,20,female
3488,4,11,4,45,25,12,40,36,141,33,8,32,82,12,Bachelor,True,other,23,female
3490,24,1,106,6,1,17,41,45,273,33,6,66,102,01,High School,True,other,22,male
3492,16,3,56,1,0,2,31,46,299,34,4,103,98,01,High School,False,Birmingham,37,male
3493,42,0,1,3,1,78,44,56,188,33,4,81,89,21,High School,True,other,23,male
3494,71,0,5,10,1,93,33,39,227,31,5,66,131,21,High School,True,Birmingham,36,male
3495,14,7,2,61,16,16,67,37,220,30,4,89,111,11,High School,True,other,28,female
3496,8,19,2,81,25,15,67,37,220,30,4,89,111,11,High School,False,London,19,female
3497,76,0,0,3,2,63,41,53,243,34,6,62,73,20,less than high school,False,other,22,female
3498,17,20,1,56,10,9,31,30,67,34,6,27,99,12,High School,False,other,18,female
3499,10,12,2,56,23,8,27,33,271,28,4,90,103,11,less than high school,True,Birmingham,25,female
3501,6,15,3,52,23,5,35,40,262,31,5,74,84,11,High School,False,Birmingham,42,male
3504,4,15,0,70,13,0,67,37,220,30,4,89,111,11,Bachelor,False,other,50,female
3506,11,21,3,48,12,14,30,29,104,33,6,33,122,12,PhD,False,other,31,male
3507,16,12,2,33,10,12,36,38,99,31,6,34,84,12,Bachelor,False,other,23,male
3508,1,12,2,47,24,7,34,62,220,34,4,88,98,11,High School,False,Birmingham,19,female
3510,62,0,4,10,2,69,26,41,127,32,7,33,78,22,Master,False,Birmingham,72,female
3511,19,9,3,52,18,19,27,36,157,31,5,51,78,12,Master,False,Birmingham,61,female
3513,15,16,3,70,18,12,30,33,81,31,4,44,85,12,Bachelor,True,Birmingham,33,female
3514,30,3,49,3,1,6,36,38,99,31,6,34,84,02,High School,False,Birmingham,28,female
3515,5,15,5,47,21,1,36,45,201,32,4,79,112,11,less than high school,False,other,22,male
3516,5,9,1,45,13,19,26,41,127,32,7,33,78,12,Bachelor,False,Birmingham,25,female
3517,18,19,3,71,13,13,29,44,278,33,6,64,112,11,High School,True,Birmingham,18,female
3520,15,19,3,15,12,14,34,62,220,34,4,88,98,11,Bachelor,False,Birmingham,21,female
3521,7,3,125,6,1,8,19,55,190,34,4,75,85,01,High School,False,London,41,female
3522,7,24,2,73,20,15,27,28,120,31,5,42,68,12,Master,False,Birmingham,34,female
3529,38,0,1,2,1,64,34,43,239,32,4,87,107,21,less than high school,True,Birmingham,23,male
3531,9,15,4,85,18,16,23,42,178,30,3,91,73,11,High School,True,London,33,female
3532,9,24,0,78,12,9,65,83,215,31,4,99,85,11,less than high school,False,other,20,female
3533,9,7,1,79,11,2,36,40,123,34,7,34,83,12,High School,False,Birmingham,20,female
3534,36,4,47,0,2,20,33,36,220,32,4,81,104,01,High School,False,other,21,male
3535,27,3,80,5,1,21,34,43,239,32,4,87,107,01,Bachelor,True,other,43,male
3536,7,8,0,72,20,13,27,80,155,34,4,74,92,11,High School,True,other,42,female
3538,9,16,4,16,22,18,32,52,204,33,4,81,93,11,less than high school,True,other,25,female
3540,32,3,55,5,0,18,32,52,204,33,4,81,93,01,less than high school,True,Birmingham,31,male
3544,43,0,5,11,0,53,30,49,192,31,6,51,97,21,less than high school,False,other,23,male
3548,19,19,0,38,10,19,44,54,188,32,4,80,87,11,High School,False,London,18,female
3551,27,0,1,0,2,83,36,28,125,31,3,74,87,21,less than high school,False,other,62,male
3552,3,17,2,62,13,6,38,44,206,35,7,47,107,12,Bachelor,False,other,32,female
3553,14,18,4,47,26,1,13,36,290,31,5,74,107,11,High School,True,Birmingham,27,female
3554,3,1,65,7,0,5,28,63,236,30,6,60,124,01,less than high school,False,other,22,male
3557,17,24,3,22,10,0,55,56,338,31,6,80,111,11,less than high school,False,other,24,female
3558,29,4,77,6,2,18,31,24,137,29,4,56,71,02,Master,False,Birmingham,35,female
3559,16,19,0,15,14,16,31,24,137,29,4,56,71,12,Bachelor,False,Birmingham,20,female
3563,8,9,2,79,14,11,42,46,201,33,5,65,108,11,Bachelor,True,other,18,female
3564,20,3,72,5,0,14,28,76,250,32,4,97,108,01,High School,False,other,50,male
3566,2,15,0,69,13,14,35,44,229,32,6,57,111,11,High School,True,London,18,female
3568,15,13,2,33,26,7,30,30,130,37,8,29,107,12,High School,True,other,25,female
3569,2,3,45,1,1,2,43,36,169,34,5,57,90,02,High School,False,other,71,male
3570,5,4,82,4,0,15,30,30,130,37,8,29,107,02,less than high school,True,other,46,male
3571,18,20,0,70,18,12,26,86,213,33,4,90,95,11,High School,True,Birmingham,23,female
3575,0,16,0,22,16,6,37,57,236,37,6,62,93,10,Master,True,London,18,female
3576,69,2,7,8,0,95,27,48,220,34,5,66,88,21,Bachelor,False,other,27,female
3578,1,17,4,59,22,17,50,42,262,32,5,78,115,11,less than high school,False,other,50,female
3580,41,1,1,7,1,54,30,56,276,33,5,79,111,21,less than high school,False,Birmingham,21,female
3581,55,0,3,11,0,85,30,56,276,33,5,79,111,21,High School,True,other,23,male
3583,13,20,3,50,7,6,30,56,276,33,5,79,111,11,High School,False,Birmingham,53,female
3584,3,1,110,2,0,10,58,49,313,33,6,76,106,01,High School,True,other,22,male
3585,79,1,0,6,2,82,41,47,153,33,5,55,85,22,High School,False,London,62,male
3586,8,0,70,0,1,21,28,43,192,33,6,50,115,02,less than high school,True,London,73,male
3587,54,1,4,0,1,55,32,43,229,32,5,68,121,21,Bachelor,True,London,73,female
3588,4,14,4,48,9,19,30,34,95,32,3,64,88,12,Bachelor,False,Birmingham,22,female
3593,13,20,2,81,14,2,33,43,285,35,7,57,105,10,less than high school,False,Birmingham,22,female
3594,17,0,112,5,0,4,38,55,308,35,8,55,109,00,PhD,True,other,25,female
3596,5,0,50,6,2,7,38,55,308,35,8,55,109,00,less than high school,False,other,21,female
3597,51,2,7,1,0,72,38,55,308,35,8,55,109,20,less than high school,True,other,72,female
3598,18,24,3,58,26,3,31,55,304,33,5,85,90,11,Bachelor,False,other,20,male
3602,6,20,3,23,14,16,22,53,127,33,4,59,91,12,less than high school,False,Birmingham,33,male
3605,65,0,6,10,0,97,38,55,308,35,8,55,109,20,High School,False,other,27,male
3607,61,2,1,0,0,86,39,43,178,37,5,60,79,20,less than high school,False,other,59,male
3608,0,2,127,1,0,1,33,34,148,33,4,62,85,02,Bachelor,False,other,37,male
3609,73,2,0,10,2,51,56,35,109,34,5,47,78,22,Bachelor,False,other,72,female
3610,57,1,2,10,0,88,39,43,178,37,5,60,79,20,less than high school,True,London,56,male
3611,14,23,2,37,18,7,46,64,123,35,4,67,95,11,High School,True,London,51,female
3612,81,1,6,7,2,79,22,46,250,34,7,51,96,20,High School,False,other,27,male
3613,18,12,4,60,17,3,30,26,137,31,4,56,72,12,High School,False,London,25,female
3616,33,2,63,6,2,10,30,26,137,31,4,56,72,02,High School,True,London,73,male
3617,72,2,2,7,2,99,34,49,118,34,5,47,70,22,Master,False,Birmingham,62,male
3618,55,2,7,11,0,79,22,46,250,34,7,51,96,20,High School,False,Birmingham,24,female
3619,64,2,7,10,0,99,34,50,153,33,7,39,94,22,Bachelor,False,Birmingham,21,female
3621,45,0,5,7,2,55,39,40,218,32,5,66,103,21,High School,False,other,33,male
3625,6,17,3,27,18,16,40,179,125,32,5,76,63,10,Bachelor,False,other,25,female
3626,55,0,3,7,0,85,15,46,201,33,4,74,109,21,Bachelor,False,Birmingham,72,male
3628,8,24,0,41,8,11,39,40,218,32,5,66,103,11,less than high school,True,Birmingham,40,female
3629,43,0,3,2,2,84,41,34,185,32,5,59,80,22,Master,True,other,23,male
3630,3,14,3,70,13,1,26,42,169,33,5,54,90,12,Bachelor,False,other,26,female
3632,11,22,3,29,11,8,33,49,269,36,4,97,108,11,Bachelor,False,London,24,female
3633,12,19,3,42,23,19,36,38,132,34,5,48,69,12,High School,False,other,20,female
3636,10,3,93,1,2,3,26,42,169,33,5,54,90,02,Master,False,other,77,male
3638,9,21,0,26,19,4,35,42,127,32,4,59,69,12,Master,False,Birmingham,23,male
3639,6,14,4,32,24,16,45,32,229,34,6,57,114,11,less than high school,False,other,48,female
3641,0,11,5,63,16,7,27,28,178,35,4,67,80,12,High School,False,Birmingham,24,female
3643,78,0,6,9,2,62,4,34,215,34,6,48,80,20,Master,True,London,21,male
3644,3,8,5,83,8,8,35,42,127,32,4,59,69,12,Bachelor,False,other,25,female
3646,18,14,4,37,20,18,44,52,195,33,4,81,86,11,Master,False,Birmingham,22,female
3647,16,17,0,70,7,9,44,50,195,33,4,81,87,11,Master,False,other,21,female
3648,19,15,1,77,17,4,24,31,201,35,6,49,90,12,High School,True,London,25,female
