Cust_ID,education_level,dependents,city,age,sex
2808,Bachelor,False,Birmingham,66,male
2811,Master,False,Birmingham,72,female
2813,Bachelor,False,Birmingham,23,female
2814,less than high school,False,other,21,female
2815,Bachelor,False,Birmingham,69,female
2816,Bachelor,True,Birmingham,20,female
2818,Bachelor,False,other,26,male
2820,Master,False,other,24,male
2821,Master,False,London,30,female
2822,less than high school,False,London,44,female
2823,Bachelor,False,Birmingham,66,female
2824,Bachelor,False,London,23,male
2825,High School,False,other,24,female
2826,Master,False,other,22,female
2827,Bachelor,False,other,23,female
2828,PhD,False,Birmingham,48,female
2829,less than high school,False,London,28,female
2831,Master,False,other,20,female
2832,High School,False,other,68,female
2833,Master,True,Birmingham,26,female
2834,less than high school,True,other,23,female
2835,Master,True,other,26,female
2837,Bachelor,False,Birmingham,27,female
2840,Master,True,other,25,female
2845,High School,False,other,21,female
2846,Bachelor,False,other,66,female
2847,PhD,False,London,36,female
2848,less than high school,True,other,22,female
2849,Master,True,Birmingham,19,female
2850,Bachelor,False,London,29,female
2851,Bachelor,False,Birmingham,21,female
2852,Bachelor,True,London,24,female
2853,High School,True,Birmingham,43,male
2855,Bachelor,True,Birmingham,30,female
2857,less than high school,True,London,52,male
2858,Master,False,London,36,female
2859,less than high school,False,Birmingham,34,male
2861,Bachelor,False,other,21,male
2862,less than high school,False,London,20,female
2864,High School,True,other,62,female
2865,less than high school,True,London,65,male
2867,High School,False,other,21,female
2868,PhD,True,other,24,female
2870,High School,False,other,24,male
2873,less than high school,True,Birmingham,23,female
2874,High School,False,other,22,male
2875,High School,True,Birmingham,21,female
2877,PhD,False,other,66,male
2881,Master,False,Birmingham,30,male
2882,High School,True,Birmingham,68,male
2883,less than high school,True,Birmingham,65,male
2885,High School,True,other,23,male
2886,less than high school,False,other,18,female
2889,Bachelor,False,Birmingham,25,male
2891,less than high school,True,other,42,male
2892,Bachelor,False,London,44,male
2893,Bachelor,False,other,69,male
2895,PhD,False,Birmingham,21,female
2896,Bachelor,False,London,23,female
2897,less than high school,False,Birmingham,29,male
2898,Bachelor,True,other,74,male
2899,less than high school,False,other,33,female
2901,less than high school,True,other,48,female
2903,PhD,True,Birmingham,26,female
2904,PhD,False,Birmingham,21,male
2906,Bachelor,False,other,22,female
2907,Master,False,Birmingham,55,female
2908,High School,False,other,20,female
2909,Master,False,Birmingham,34,female
2910,less than high school,False,London,35,male
2911,High School,False,other,22,female
2913,Master,True,Birmingham,33,female
2916,less than high school,True,Birmingham,36,female
2919,Master,False,other,21,male
2923,Master,False,Birmingham,24,female
2926,High School,True,Birmingham,64,female
2928,Master,False,other,23,female
2929,Bachelor,False,other,20,female
2930,High School,True,London,45,female
2931,Bachelor,False,other,59,male
2932,less than high school,True,other,20,male
2933,High School,False,Birmingham,20,female
2939,less than high school,False,other,54,male
2942,PhD,False,Birmingham,28,female
2943,less than high school,True,Birmingham,78,male
2946,Master,True,other,73,male
2948,Master,False,Birmingham,72,male
2949,Bachelor,False,other,59,male
2950,High School,False,London,35,male
2951,High School,False,other,22,male
2952,less than high school,True,other,49,female
2953,High School,False,Birmingham,25,female
2954,less than high school,False,other,24,female
2955,Bachelor,False,London,23,male
2957,High School,False,other,22,female
2958,High School,False,other,32,female
2959,less than high school,False,Birmingham,32,male
2960,PhD,False,other,26,female
2962,High School,False,Birmingham,26,male
2963,High School,True,other,51,male
2964,High School,False,Birmingham,25,female
2965,Master,False,Birmingham,39,female
2967,Master,True,London,60,female
2968,less than high school,True,other,23,male
2970,Bachelor,False,Birmingham,39,female
2971,Bachelor,False,London,30,female
2973,Master,False,Birmingham,23,female
2975,PhD,False,Birmingham,18,female
2977,Bachelor,False,other,37,male
2978,Master,False,other,20,female
2979,High School,False,other,21,female
2980,High School,False,other,21,male
2981,Bachelor,False,Birmingham,23,male
2982,Master,False,other,30,female
2983,Master,False,London,23,male
2984,Master,False,other,51,female
2985,High School,False,London,23,male
2986,Master,False,other,26,female
2988,less than high school,True,other,30,male
2990,Bachelor,False,other,24,male
2992,High School,False,other,22,female
2995,Master,False,other,52,female
2997,Master,False,London,43,female
2998,Master,False,other,53,female
3000,Bachelor,True,London,57,male
3001,Master,False,London,22,female
3002,High School,False,Birmingham,51,male
3005,High School,False,London,31,female
3006,Bachelor,False,Birmingham,29,female
3007,less than high school,False,Birmingham,48,male
3009,Bachelor,False,London,18,male
3010,High School,False,other,24,female
3011,Master,False,other,24,female
3012,Bachelor,False,Birmingham,54,male
3014,Master,True,Birmingham,19,female
3015,less than high school,True,London,20,female
3016,less than high school,False,other,26,female
3018,less than high school,False,other,37,female
3019,Master,False,other,58,male
3021,High School,True,other,29,female
3022,Master,False,London,62,female
3023,Bachelor,False,Birmingham,37,male
3024,Bachelor,False,other,20,female
3025,Bachelor,False,Birmingham,62,male
3028,Bachelor,False,other,26,female
3029,Master,False,London,26,male
3030,High School,False,other,47,male
3031,Bachelor,False,other,62,male
3032,PhD,False,Birmingham,55,male
3033,High School,True,Birmingham,41,female
3036,Master,False,other,21,female
3037,Bachelor,True,Birmingham,24,male
3038,High School,False,Birmingham,36,female
3039,less than high school,True,other,63,male
3040,Bachelor,False,London,28,female
3041,Bachelor,False,other,26,female
3042,Master,False,other,20,female
3043,Bachelor,True,other,29,male
3044,Bachelor,False,Birmingham,55,male
3045,Master,True,Birmingham,25,female
3050,Master,False,Birmingham,25,male
3051,High School,False,other,22,male
3053,High School,False,Birmingham,18,female
3056,Bachelor,False,Birmingham,59,male
3057,less than high school,True,Birmingham,18,female
3059,Bachelor,True,other,18,female
3060,less than high school,False,other,23,female
3061,Master,False,other,27,male
3063,Master,True,Birmingham,25,female
3066,High School,False,Birmingham,22,male
3068,Master,True,other,21,female
3069,Bachelor,True,London,62,female
3070,Bachelor,False,London,20,female
3071,Master,False,other,25,female
3074,Bachelor,True,Birmingham,20,male
3075,High School,True,Birmingham,37,male
3076,Bachelor,False,other,22,male
3077,less than high school,False,London,32,female
3080,High School,False,Birmingham,42,female
3083,Master,False,Birmingham,20,female
3085,Master,False,other,33,female
3087,Bachelor,True,other,26,male
3089,High School,True,other,63,male
3091,less than high school,True,Birmingham,24,male
3094,High School,False,other,22,male
3096,Bachelor,False,Birmingham,61,male
3097,High School,False,Birmingham,46,female
3098,High School,True,London,32,female
3099,Bachelor,False,other,19,female
3100,Master,True,other,33,female
3104,High School,True,Birmingham,23,female
3105,High School,False,Birmingham,42,male
3107,less than high school,False,other,70,male
3108,Master,False,Birmingham,26,female
3110,Bachelor,False,other,69,female
3112,less than high school,True,other,20,female
3113,Bachelor,False,other,62,male
3114,less than high school,False,Birmingham,60,male
3115,High School,False,other,21,male
3117,Bachelor,False,other,67,male
3120,Bachelor,False,Birmingham,72,female
3122,Master,False,Birmingham,62,male
3124,less than high school,True,other,32,male
3125,Bachelor,False,other,19,male
3126,Bachelor,False,other,56,female
3127,Master,False,London,36,female
3128,less than high school,True,Birmingham,26,female
3129,Bachelor,True,other,31,female
3130,Master,False,other,74,male
3133,less than high school,False,London,41,male
3134,Bachelor,True,Birmingham,48,male
3137,less than high school,False,Birmingham,20,female
3138,Master,True,Birmingham,22,female
3139,Bachelor,True,Birmingham,23,male
3141,Master,False,Birmingham,65,male
3142,Bachelor,False,Birmingham,28,male
3144,Bachelor,False,London,62,female
3145,High School,False,other,24,female
3147,High School,False,London,34,female
3148,High School,False,other,38,female
3151,Bachelor,False,London,24,female
3152,High School,False,other,49,female
3153,High School,False,other,22,female
3154,Master,True,London,74,male
3157,High School,False,Birmingham,30,male
3159,Bachelor,False,Birmingham,22,male
3160,Master,True,Birmingham,23,male
3163,Master,False,Birmingham,24,female
3164,PhD,False,other,70,female
3165,Master,True,other,56,female
3167,less than high school,False,Birmingham,20,female
3168,Bachelor,False,Birmingham,28,female
3169,Master,False,Birmingham,21,female
3170,Bachelor,False,other,21,female
3171,Master,False,other,24,female
3175,Bachelor,False,other,28,female
3176,Bachelor,False,Birmingham,37,male
3177,High School,True,other,36,male
3179,Master,False,other,54,female
3180,High School,False,other,24,male
3181,less than high school,False,Birmingham,35,male
3182,High School,True,other,18,male
3183,less than high school,True,other,38,female
3187,less than high school,False,London,28,female
3189,High School,False,other,69,female
3190,less than high school,False,Birmingham,24,female
3191,High School,False,London,48,female
3192,High School,False,London,31,female
3193,High School,True,Birmingham,22,male
3194,less than high school,True,other,27,female
3195,High School,False,other,26,female
3197,Master,False,other,64,male
3198,Master,False,London,21,female
3201,High School,False,other,31,female
3202,PhD,False,Birmingham,22,female
3203,Master,False,other,22,female
3205,High School,False,Birmingham,23,male
3208,High School,True,Birmingham,19,female
3209,High School,False,London,20,female
3210,Master,False,other,55,male
3211,Master,False,Birmingham,22,female
3212,High School,False,other,23,female
3213,less than high school,True,Birmingham,25,female
3214,High School,True,Birmingham,21,female
3216,Bachelor,False,Birmingham,26,female
3219,Bachelor,False,other,21,male
3220,Bachelor,False,Birmingham,64,male
3221,High School,True,London,59,male
3222,High School,False,other,65,female
3223,High School,True,Birmingham,36,female
3225,less than high school,False,London,37,female
3227,Master,False,other,44,male
3228,Master,False,Birmingham,20,female
3231,less than high school,False,other,20,female
3233,High School,False,London,21,male
3234,less than high school,False,London,26,female
3236,Bachelor,True,Birmingham,35,male
3237,Bachelor,False,Birmingham,23,female
3238,Bachelor,False,other,19,female
3240,Bachelor,True,Birmingham,28,female
3241,less than high school,True,London,25,male
3246,Bachelor,True,other,22,female
3247,Master,False,Birmingham,21,male
3248,Master,False,Birmingham,23,female
3249,Master,False,London,23,female
3251,High School,False,other,74,female
3253,Bachelor,False,other,20,female
3255,Bachelor,False,other,62,male
3256,Master,False,other,47,female
3257,Bachelor,False,other,23,male
3260,Master,False,Birmingham,26,female
3263,less than high school,False,London,30,male
3265,High School,True,other,42,male
3266,Bachelor,True,Birmingham,32,male
3268,Bachelor,False,other,24,female
3269,Master,False,other,22,female
3272,less than high school,False,Birmingham,46,female
3274,less than high school,False,Birmingham,43,female
3278,Master,True,Birmingham,39,female
3280,less than high school,False,other,21,female
3281,Bachelor,True,Birmingham,65,male
3282,High School,False,other,24,male
3285,less than high school,True,Birmingham,30,female
3286,less than high school,False,London,19,female
3288,High School,False,other,28,male
3289,Bachelor,False,other,58,female
3290,less than high school,False,other,73,male
3292,High School,False,other,23,female
3293,less than high school,True,other,22,male
3294,less than high school,False,Birmingham,62,male
3299,Master,False,other,27,female
3301,High School,False,other,27,female
3304,Bachelor,False,Birmingham,29,male
3305,High School,False,other,29,male
3307,PhD,True,other,37,male
3308,High School,False,Birmingham,63,male
3311,High School,False,other,24,male
3312,High School,False,London,58,male
3314,Bachelor,False,other,24,female
3317,Master,False,other,22,female
3319,less than high school,True,other,20,female
3321,High School,False,Birmingham,20,female
3324,less than high school,True,Birmingham,21,female
3326,Bachelor,False,London,18,female
3327,Master,False,London,65,female
3328,less than high school,True,other,20,female
3332,less than high school,True,Birmingham,68,male
3333,less than high school,True,other,37,female
3334,less than high school,True,other,22,female
3335,High School,False,other,24,female
3336,High School,True,other,24,female
3338,High School,False,Birmingham,21,female
3340,Bachelor,False,other,38,female
3341,less than high school,True,London,58,male
3345,less than high school,False,other,36,male
3346,Bachelor,False,other,37,female
3347,PhD,False,Birmingham,20,male
3350,High School,True,other,22,female
3352,Master,True,Birmingham,25,male
3353,High School,False,London,49,female
3354,less than high school,True,other,19,female
3357,Bachelor,False,Birmingham,52,female
3360,less than high school,False,other,23,male
3361,High School,False,other,64,male
3362,High School,False,other,42,male
3363,less than high school,True,other,18,female
3366,High School,True,other,52,female
3368,less than high school,False,other,66,female
3371,Bachelor,True,other,18,female
3372,High School,False,Birmingham,28,female
3374,Master,False,other,21,female
3376,PhD,False,other,24,male
3378,less than high school,False,Birmingham,25,female
3379,High School,False,other,26,female
3381,less than high school,False,Birmingham,27,male
3382,less than high school,False,other,26,female
3383,High School,True,Birmingham,37,male
3385,Bachelor,False,London,64,female
3388,Bachelor,False,other,22,male
3389,PhD,False,Birmingham,23,male
3390,less than high school,True,other,58,male
3391,Master,False,London,22,male
3392,High School,False,London,28,female
3395,Bachelor,False,other,24,female
3396,High School,True,other,67,male
3397,High School,False,Birmingham,37,female
3400,High School,False,Birmingham,21,female
3401,less than high school,False,Birmingham,28,female
3404,Bachelor,False,other,52,female
3405,High School,False,Birmingham,44,female
3407,Bachelor,False,other,20,female
3408,High School,True,London,29,male
3409,High School,False,other,24,female
3410,High School,False,other,20,male
3411,less than high school,False,London,60,male
3413,less than high school,False,other,66,female
3415,High School,False,Birmingham,67,female
3416,less than high school,False,Birmingham,25,female
3417,High School,True,Birmingham,23,male
3418,Bachelor,True,other,21,female
3420,Master,False,Birmingham,22,female
3421,Bachelor,True,London,36,female
3422,High School,False,London,23,male
3423,High School,False,other,35,female
3428,Bachelor,False,Birmingham,24,male
3430,High School,True,other,22,male
3431,Bachelor,False,Birmingham,23,male
3432,less than high school,False,other,61,male
3436,High School,False,other,33,female
3438,Master,False,London,38,male
3442,Bachelor,True,London,20,female
3443,Master,True,other,73,male
3453,less than high school,False,other,25,female
3455,High School,False,other,33,female
3456,less than high school,False,other,34,female
3457,less than high school,True,Birmingham,19,female
3459,Bachelor,False,London,21,female
3460,High School,False,other,19,male
3461,Bachelor,False,Birmingham,21,male
3462,Master,False,Birmingham,62,female
3466,High School,True,other,67,male
3467,High School,False,other,30,male
3468,less than high school,True,other,50,female
3471,Bachelor,False,Birmingham,32,female
3472,High School,False,London,59,female
3475,High School,True,other,32,female
3477,High School,False,London,21,male
3478,Bachelor,True,other,40,female
3479,less than high school,True,other,26,female
3480,Bachelor,False,other,19,female
3482,Bachelor,True,other,68,male
3483,High School,True,Birmingham,21,male
3484,Bachelor,False,other,31,female
3485,less than high school,True,Birmingham,20,female
3488,Bachelor,True,other,23,female
3490,High School,True,other,22,male
3492,High School,False,Birmingham,37,male
3493,High School,True,other,23,male
3494,High School,True,Birmingham,36,male
3495,High School,True,other,28,female
3496,High School,False,London,19,female
3497,less than high school,False,other,22,female
3498,High School,False,other,18,female
3499,less than high school,True,Birmingham,25,female
3501,High School,False,Birmingham,42,male
3504,Bachelor,False,other,50,female
3506,PhD,False,other,31,male
3507,Bachelor,False,other,23,male
3508,High School,False,Birmingham,19,female
3510,Master,False,Birmingham,72,female
3511,Master,False,Birmingham,61,female
3513,Bachelor,True,Birmingham,33,female
3514,High School,False,Birmingham,28,female
3515,less than high school,False,other,22,male
3516,Bachelor,False,Birmingham,25,female
3517,High School,True,Birmingham,18,female
3520,Bachelor,False,Birmingham,21,female
3521,High School,False,London,41,female
3522,Master,False,Birmingham,34,female
3525,PhD,False,London,24,male
3529,less than high school,True,Birmingham,23,male
3531,High School,True,London,33,female
3532,less than high school,False,other,20,female
3533,High School,False,Birmingham,20,female
3534,High School,False,other,21,male
3535,Bachelor,True,other,43,male
3536,High School,True,other,42,female
3538,less than high school,True,other,25,female
3540,less than high school,True,Birmingham,31,male
3544,less than high school,False,other,23,male
3548,High School,False,London,18,female
3551,less than high school,False,other,62,male
3552,Bachelor,False,other,32,female
3553,High School,True,Birmingham,27,female
3554,less than high school,False,other,22,male
3557,less than high school,False,other,24,female
3558,Master,False,Birmingham,35,female
3559,Bachelor,False,Birmingham,20,female
3563,Bachelor,True,other,18,female
3564,High School,False,other,50,male
3566,High School,True,London,18,female
3568,High School,True,other,25,female
3569,High School,False,other,71,male
3570,less than high school,True,other,46,male
3571,High School,True,Birmingham,23,female
3575,Master,True,London,18,female
3576,Bachelor,False,other,27,female
3578,less than high school,False,other,50,female
3580,less than high school,False,Birmingham,21,female
3581,High School,True,other,23,male
3583,High School,False,Birmingham,53,female
3584,High School,True,other,22,male
3585,High School,False,London,62,male
3586,less than high school,True,London,73,male
3587,Bachelor,True,London,73,female
3588,Bachelor,False,Birmingham,22,female
3593,less than high school,False,Birmingham,22,female
3594,PhD,True,other,25,female
3596,less than high school,False,other,21,female
3597,less than high school,True,other,72,female
3598,Bachelor,False,other,20,male
3602,less than high school,False,Birmingham,33,male
3605,High School,False,other,27,male
3607,less than high school,False,other,59,male
3608,Bachelor,False,other,37,male
3609,Bachelor,False,other,72,female
3610,less than high school,True,London,56,male
3611,High School,True,London,51,female
3612,High School,False,other,27,male
3613,High School,False,London,25,female
3616,High School,True,London,73,male
3617,Master,False,Birmingham,62,male
3618,High School,False,Birmingham,24,female
3619,Bachelor,False,Birmingham,21,female
3621,High School,False,other,33,male
3625,Bachelor,False,other,25,female
3626,Bachelor,False,Birmingham,72,male
3628,less than high school,True,Birmingham,40,female
3629,Master,True,other,23,male
3630,Bachelor,False,other,26,female
3632,Bachelor,False,London,24,female
3633,High School,False,other,20,female
3636,Master,False,other,77,male
3638,Master,False,Birmingham,23,male
3639,less than high school,False,other,48,female
3641,High School,False,Birmingham,24,female
3643,Master,True,London,21,male
3644,Bachelor,False,other,25,female
3646,Master,False,Birmingham,22,female
3647,Master,False,other,21,female
3648,High School,True,London,25,female
3649,Master,True,other,19,female
3650,less than high school,False,other,51,male
3653,High School,False,other,23,male
3657,High School,True,other,19,female
3658,Bachelor,True,Birmingham,22,female
3659,Bachelor,False,other,23,female
3660,Bachelor,False,Birmingham,40,female
3661,less than high school,False,Birmingham,24,male
3662,PhD,False,Birmingham,67,female
3663,High School,True,other,22,female
3666,PhD,False,Birmingham,35,female
3673,High School,False,London,25,female
3676,less than high school,False,other,22,female
3677,High School,False,other,29,male
3679,Bachelor,False,other,80,male
3680,High School,False,other,37,female
3681,Bachelor,False,Birmingham,24,female
3682,PhD,False,other,62,male
3684,less than high school,False,other,30,male
3685,less than high school,False,other,22,male
3688,Bachelor,False,other,32,female
3689,less than high school,True,other,51,female
3690,less than high school,True,Birmingham,59,male
3691,High School,False,Birmingham,19,female
3692,Master,False,other,20,female
3694,High School,True,other,22,male
3696,less than high school,False,other,26,male
3698,PhD,False,other,34,female
3699,less than high school,False,London,20,female
3701,Master,False,other,27,female
3703,High School,False,other,21,male
3706,PhD,True,other,24,female
3709,Bachelor,True,Birmingham,36,male
3710,High School,True,other,55,female
3713,High School,True,Birmingham,30,female
3716,Bachelor,False,other,36,female
3718,less than high school,False,London,38,female
3720,less than high school,False,Birmingham,29,female
3721,High School,True,Birmingham,24,male
3723,less than high school,False,other,73,male
3724,Master,True,other,26,female
3726,High School,False,London,55,female
3729,High School,False,other,27,male
3730,less than high school,False,other,69,male
3732,Bachelor,False,Birmingham,23,female
3733,Master,True,Birmingham,52,female
3734,High School,False,other,20,male
3735,High School,False,other,35,male
3736,High School,True,Birmingham,72,male
3738,Master,False,other,40,female
3739,Master,False,other,21,male
3740,High School,False,other,27,male
3742,less than high school,False,other,29,male
3744,Bachelor,False,other,65,male
3745,High School,False,other,43,male
3746,Bachelor,False,Birmingham,34,female
3747,Bachelor,False,Birmingham,26,female
3748,Master,False,other,23,male
3749,Bachelor,True,Birmingham,29,male
3752,Master,False,other,70,female
3754,High School,False,London,63,male
3755,Bachelor,False,London,27,male
3757,High School,False,other,36,female
3758,Master,False,other,26,female
3759,High School,False,London,29,male
3760,less than high school,False,London,70,male
3762,Master,False,other,26,female
3763,High School,True,London,25,female
3764,Master,False,Birmingham,28,male
3765,Bachelor,False,Birmingham,63,male
3766,Master,False,other,55,male
3768,High School,False,Birmingham,26,female
3769,Bachelor,False,Birmingham,74,male
3770,less than high school,False,Birmingham,27,female
3771,less than high school,True,other,22,male
3773,High School,False,Birmingham,22,female
3776,less than high school,False,other,23,male
3777,less than high school,True,London,18,female
3778,Bachelor,False,Birmingham,41,female
3779,PhD,True,Birmingham,22,male
3782,less than high school,True,London,58,male
3783,PhD,False,London,35,male
3784,Bachelor,True,other,21,male
3785,Master,False,other,23,female
3789,Bachelor,False,Birmingham,25,female
3790,Master,True,other,27,female
3792,Bachelor,True,Birmingham,30,female
3793,High School,False,other,33,female
3795,Bachelor,False,Birmingham,23,male
3798,Bachelor,False,Birmingham,24,female
3799,less than high school,True,Birmingham,29,male
3801,High School,True,other,26,male
3802,less than high school,True,other,21,male
3803,High School,False,London,63,male
3804,less than high school,True,other,25,female
3806,less than high school,False,other,26,male
3807,Bachelor,False,other,25,female
3808,less than high school,False,other,30,female
3810,High School,False,other,37,female
3811,less than high school,False,Birmingham,28,male
3812,PhD,False,other,53,male
3813,Bachelor,False,Birmingham,30,female
3817,Master,False,Birmingham,56,male
3818,Master,True,London,23,male
3820,High School,True,other,49,female
3821,Bachelor,False,Birmingham,62,female
3822,High School,False,Birmingham,58,male
3824,Bachelor,False,other,21,female
3825,Bachelor,True,Birmingham,56,female
3826,High School,True,other,71,male
3827,less than high school,False,other,46,female
3828,less than high school,False,Birmingham,38,female
3829,High School,False,other,30,female
3830,Bachelor,True,London,62,male
3833,High School,False,other,66,male
3836,Bachelor,False,Birmingham,59,male
3837,Master,True,other,57,female
3838,Bachelor,True,other,18,female
3842,Master,False,Birmingham,32,male
3844,Bachelor,True,other,22,female
3845,less than high school,True,other,29,female
3846,High School,True,other,22,female
3847,Master,True,other,19,female
3848,less than high school,False,other,74,male
3849,High School,False,other,55,male
3850,Master,False,London,21,female
3852,High School,False,other,39,female
3854,High School,False,Birmingham,26,female
3855,High School,False,London,27,female
3856,less than high school,False,other,24,female
3857,High School,False,other,55,male
3858,Bachelor,False,London,20,female
3859,Bachelor,False,Birmingham,25,female
3861,Bachelor,True,London,38,female
3863,High School,False,Birmingham,23,male
3864,less than high school,False,Birmingham,74,male
3865,Bachelor,False,Birmingham,20,female
3867,High School,False,London,18,female
3868,High School,False,London,20,female
3870,less than high school,True,other,52,female
3872,Master,True,Birmingham,42,female
3873,Bachelor,False,Birmingham,22,female
3874,High School,True,other,20,female
3876,less than high school,False,Birmingham,18,female
3877,High School,True,Birmingham,57,female
3879,High School,False,other,57,male
3880,less than high school,False,London,70,male
3883,Master,False,other,38,female
3884,Bachelor,True,Birmingham,38,female
3885,Bachelor,True,London,62,male
3887,High School,False,other,37,female
3888,High School,False,Birmingham,73,male
3890,less than high school,False,Birmingham,42,female
3893,High School,False,London,22,male
3894,High School,True,other,69,female
3898,less than high school,False,London,25,female
3901,Bachelor,True,London,29,male
3903,Bachelor,False,Birmingham,38,male
3904,less than high school,True,Birmingham,18,male
3905,High School,False,other,20,female
3906,High School,False,other,21,female
3907,less than high school,True,Birmingham,24,male
3908,Bachelor,False,Birmingham,22,male
3909,Master,True,other,24,female
3910,less than high school,True,Birmingham,70,male
3911,High School,False,other,26,male
3912,High School,False,Birmingham,25,female
3915,less than high school,False,other,36,male
3916,High School,True,Birmingham,34,female
3919,Master,False,other,24,female
3920,High School,False,London,56,male
3922,less than high school,True,London,66,female
3923,High School,True,other,21,male
3927,Master,False,Birmingham,25,female
3928,High School,False,London,22,female
3929,High School,False,other,42,female
3930,less than high school,False,other,42,male
3932,less than high school,True,other,21,male
3934,Master,False,other,63,male
3935,less than high school,False,Birmingham,29,female
3936,less than high school,False,other,62,female
3938,High School,False,other,41,female
3945,less than high school,True,London,34,male
3947,Bachelor,True,London,23,male
3949,Bachelor,True,other,71,male
3950,High School,False,Birmingham,24,male
3952,Bachelor,True,London,26,female
3953,High School,True,other,44,female
3954,Bachelor,False,other,56,female
3955,Master,True,other,27,female
3958,less than high school,False,Birmingham,59,male
3960,High School,False,Birmingham,33,male
3961,High School,False,Birmingham,23,male
3962,less than high school,False,London,20,female
3964,Bachelor,False,London,22,male
3965,less than high school,False,London,35,female
3966,Bachelor,True,Birmingham,37,male
3967,High School,True,other,25,female
3969,less than high school,False,other,73,female
3972,less than high school,False,London,38,female
3973,less than high school,False,other,29,female
3974,less than high school,False,other,34,female
3979,less than high school,False,other,57,female
3980,High School,True,other,61,female
3983,Bachelor,False,Birmingham,40,male
3984,less than high school,False,other,54,male
3985,High School,False,other,54,male
3986,High School,False,Birmingham,37,female
3987,High School,False,Birmingham,58,male
3989,less than high school,False,other,24,female
3990,Bachelor,False,Birmingham,41,female
3991,High School,False,other,23,male
3993,High School,False,London,69,female
3994,High School,True,Birmingham,71,female
3995,High School,False,Birmingham,22,female
3996,Bachelor,False,other,20,male
3998,less than high school,False,other,25,female
3999,Bachelor,False,Birmingham,22,male
4000,Bachelor,False,other,23,female
4002,High School,False,Birmingham,41,female
4003,Bachelor,False,other,36,male
4005,Bachelor,False,other,33,female
4006,Master,False,other,21,female
4008,High School,False,other,21,male
4009,Master,False,London,20,female
4010,less than high school,False,other,20,female
4012,less than high school,False,Birmingham,24,female
4013,High School,True,Birmingham,64,female
4014,Bachelor,False,other,60,male
4015,Master,False,Birmingham,37,female
4016,less than high school,False,other,23,male
4018,High School,False,Birmingham,19,female
4020,Bachelor,True,other,54,female
4023,Bachelor,False,other,25,male
4024,Bachelor,False,other,73,male
4025,High School,False,Birmingham,24,male
4026,less than high school,False,London,18,female
4027,High School,False,other,22,female
4031,less than high school,False,London,22,male
4032,Master,False,Birmingham,25,female
4038,less than high school,False,other,22,female
4041,Master,True,other,23,male
4042,Bachelor,True,other,25,female
4045,less than high school,False,other,20,female
4047,High School,False,other,19,female
4049,High School,False,Birmingham,21,female
4054,less than high school,True,Birmingham,47,male
4055,less than high school,True,Birmingham,20,female
4056,High School,True,London,57,female
4058,Master,False,London,36,female
4061,Bachelor,False,other,62,male
4062,PhD,False,other,22,female
4064,less than high school,False,other,22,male
4066,Master,False,London,19,female
4068,High School,False,London,21,female
4074,Master,False,London,40,male
4075,less than high school,True,other,33,female
4076,High School,False,London,28,male
4077,less than high school,False,Birmingham,25,female
4078,High School,True,Birmingham,24,female
4079,High School,True,Birmingham,20,female
4081,less than high school,False,Birmingham,20,female
4082,less than high school,False,other,23,male
4083,less than high school,False,London,37,male
4084,less than high school,False,other,58,female
4086,Bachelor,True,other,21,male
4087,High School,False,Birmingham,56,female
4088,High School,False,Birmingham,37,female
4091,Bachelor,False,other,20,female
4093,High School,False,Birmingham,57,male
4096,Master,False,other,25,female
4100,High School,False,other,21,female
4103,less than high school,False,other,23,female
4107,less than high school,True,Birmingham,21,female
4108,Bachelor,False,London,18,male
4109,less than high school,False,other,26,male
4111,less than high school,False,other,67,male
4114,Bachelor,False,other,23,female
4117,Master,False,other,21,male
4119,Bachelor,False,other,65,male
4120,High School,False,other,66,female
4121,Master,True,Birmingham,21,male
4122,less than high school,False,other,64,female
4124,Master,False,Birmingham,55,male
4125,High School,True,other,21,male
4126,Bachelor,False,other,27,male
4127,High School,False,other,20,male
4129,Bachelor,False,London,69,male
4130,High School,True,other,70,female
4132,High School,False,Birmingham,21,male
4135,High School,False,Birmingham,23,male
4138,High School,False,other,23,female
4139,High School,False,Birmingham,36,female
4141,Bachelor,False,Birmingham,23,female
4144,PhD,True,Birmingham,61,female
4146,High School,True,other,21,female
4147,High School,False,Birmingham,71,female
4148,Bachelor,True,Birmingham,22,male
4150,less than high school,False,Birmingham,25,female
4151,Bachelor,False,other,67,male
4152,Bachelor,False,London,29,female
4153,less than high school,True,other,33,male
4154,less than high school,False,other,33,male
4155,Bachelor,False,Birmingham,63,male
4156,less than high school,False,other,21,female
4157,less than high school,False,Birmingham,25,female
4159,Master,False,other,24,male
4160,less than high school,False,London,18,female
4161,less than high school,False,Birmingham,32,female
4164,Bachelor,False,other,66,male
4165,Bachelor,False,Birmingham,33,female
4168,High School,False,other,23,female
4170,Master,False,other,20,female
4171,Master,False,other,26,male
4172,Bachelor,False,Birmingham,21,male
4175,Bachelor,True,Birmingham,63,male
4176,High School,False,Birmingham,55,female
4178,less than high school,False,Birmingham,22,female
4179,Master,True,other,27,female
4181,Bachelor,True,Birmingham,24,female
4182,Master,False,London,23,male
4183,High School,False,Birmingham,27,female
4185,Bachelor,False,Birmingham,71,male
4186,Master,True,Birmingham,21,male
4189,less than high school,False,Birmingham,61,male
4190,less than high school,False,other,36,male
4192,Bachelor,True,Birmingham,61,female
